Year,Marketcap,Change
2025,$0.24 B,5.12%
2024,$0.22 B,-28.96%
2023,$0.32 B,73.75%
2022,$0.18 B,8.25%
2021,$0.17 B,14.7%
2020,$0.14 B,-6.77%
2019,$0.16 B,9.1%
2018,$0.14 B,-35.01%
2017,$0.22 B,30.52%
2016,$0.17 B,10.69%
2015,$0.15 B,-28.64%
2014,$0.21 B,-23.58%
2013,$0.28 B,25.07%
2012,$0.22 B,29.24%
2011,$0.17 B,-1.3%
2010,$0.17 B,33.93%
2009,$0.13 B,7.89%
2008,$0.12 B,-26.06%
2007,$0.16 B,71.05%
2006,$98.38 M,
