Year,Marketcap,Change
2025,$0.82 B,9.15%
2024,$0.75 B,-19.51%
2023,$0.94 B,83.54%
2022,$0.51 B,-40.55%
2021,$0.86 B,1.5%
2020,$0.85 B,52.54%
2019,$0.55 B,-20.05%
2018,$0.69 B,-48.03%
2017,$1.34 B,10.32%
2016,$1.21 B,28.06%
2015,$0.94 B,19.88%
2014,$0.79 B,10.95%
2013,$0.71 B,214.34%
2012,$0.22 B,-6.85%
2011,$0.24 B,
