Year,Marketcap,Change
2025,$0.32 B,2.98%
2024,$0.31 B,-9.67%
2023,$0.35 B,9.91%
2022,$0.31 B,-3.91%
2021,$0.33 B,-3.89%
2020,$0.34 B,1.82%
2019,$0.33 B,6.33%
2018,$0.31 B,-2.76%
2017,$0.32 B,9.53%
2016,$0.29 B,-0.77%
2015,$0.30 B,-0.33%
2014,$0.30 B,-6.59%
2013,$0.32 B,-3.03%
2012,$0.33 B,1.36%
2011,$0.33 B,-0.38%
2010,$0.33 B,8.15%
2009,$0.30 B,
