Year,Marketcap,Change
2025,$0.67 B,2.43%
2024,$0.65 B,20.58%
2023,$0.54 B,-10.45%
2022,$0.60 B,-5.27%
2021,$0.64 B,-3.92%
2020,$0.66 B,26.94%
2019,$0.52 B,36.9%
2018,$0.38 B,-3.53%
2017,$0.39 B,10.72%
2016,$0.35 B,0.91%
2015,$0.35 B,31.27%
2014,$0.27 B,-5.11%
2013,$0.28 B,-3.19%
2012,$0.29 B,1.02%
2011,$0.29 B,2.96%
2010,$0.28 B,16.6%
2009,$0.24 B,16.16%
2008,$0.21 B,2.63%
2007,$0.20 B,
