Year,Marketcap,Change
2025,$2.59 B,7.86%
2024,$2.40 B,-7.38%
2023,$2.59 B,16.82%
2022,$2.22 B,8.56%
2021,$2.04 B,-14.31%
2020,$2.38 B,
