Year,Marketcap,Change
2025,$6.43 B,8.81%
2024,$5.91 B,0.27%
2023,$5.89 B,55.85%
2022,$3.78 B,-15.64%
2021,$4.48 B,-11.33%
2020,$5.05 B,2.21%
2019,$4.95 B,5.2%
2018,$4.70 B,-41.19%
2017,$8.00 B,19.35%
2016,$6.70 B,2.64%
2015,$6.53 B,21.01%
2014,$5.39 B,-0.67%
2013,$5.43 B,39.73%
2012,$3.88 B,58.13%
2011,$2.45 B,-31.54%
2010,$3.59 B,98.46%
2009,$1.81 B,239.4%
2008,$0.53 B,-65.92%
2007,$1.56 B,32.76%
2006,$1.17 B,32.91%
2005,$0.88 B,
