Year,Marketcap,Change
2025,$0.31 B,21.08%
2024,$0.25 B,-14.69%
2023,$0.30 B,92.19%
2022,$0.15 B,13.04%
2021,$0.13 B,38.12%
2020,$0.10 B,-11.98%
2019,$0.11 B,1.83%
2018,$0.11 B,-10.63%
2017,$0.12 B,25.18%
2016,$0.10 B,-0.23%
2015,$0.10 B,-15.74%
2014,$0.11 B,2.05%
2013,$0.11 B,26.58%
2012,$92.11 M,-2.24%
2011,$94.22 M,-23.16%
2010,$0.12 B,16.75%
2009,$0.10 B,13.01%
2008,$92.94 M,-49.43%
2007,$0.18 B,-6.43%
2006,$0.19 B,-1.85%
2005,$0.20 B,-13.88%
2004,$0.23 B,1.28%
2003,$0.22 B,
