Year,Marketcap,Change
2025,$1.32 B,35.67%
2024,$0.97 B,-36.53%
2023,$1.54 B,-6.71%
2022,$1.65 B,-27.14%
2021,$2.27 B,125.43%
2020,$1.00 B,56.19%
2019,$0.64 B,0.77%
2018,$0.63 B,
