Year,Marketcap,Change
2025,$1.83 B,-1.28%
2024,$1.85 B,-28.79%
2023,$2.60 B,28.2%
2022,$2.03 B,4.43%
2021,$1.94 B,-14.13%
2020,$2.26 B,
