Year,Marketcap,Change
2025,$4.45 B,-5.87%
2024,$4.73 B,9.15%
2023,$4.33 B,53.99%
2022,$2.81 B,-31.27%
2021,$4.09 B,32.64%
2020,$3.09 B,
