Year,Marketcap,Change
2025,$55.02 M,-26.16%
2024,$74.51 M,348.4%
2023,$16.61 M,-48.99%
2022,$32.57 M,-75.53%
2021,$0.13 B,-22.74%
2020,$0.17 B,-28.21%
2019,$0.24 B,-20.35%
2018,$0.30 B,-49.57%
2017,$0.59 B,43.16%
2016,$0.41 B,
