Year,Marketcap,Change
2025,$0.66 B,1.67%
2024,$0.65 B,-46.29%
2023,$1.22 B,-14.38%
2022,$1.42 B,34.3%
2021,$1.06 B,38.36%
2020,$0.76 B,-18.03%
2019,$0.93 B,4.5%
2018,$0.89 B,-28.36%
2017,$1.25 B,35.49%
2016,$0.92 B,27.65%
2015,$0.72 B,38.23%
2014,$0.52 B,-1.76%
2013,$0.53 B,100.69%
2012,$0.26 B,6.64%
2011,$0.24 B,-32.24%
2010,$0.36 B,55.97%
2009,$0.23 B,34.7%
2008,$0.17 B,-67.4%
2007,$0.53 B,29.71%
2006,$0.41 B,76.79%
2005,$0.23 B,-25.3%
2004,$0.31 B,40%
2003,$0.22 B,
