Year,Marketcap,Change
2025,$0.75 B,13.2%
2024,$0.66 B,2.36%
2023,$0.65 B,25.27%
2022,$0.52 B,-20.23%
2021,$0.65 B,-2.63%
2020,$0.66 B,-23.76%
2019,$0.87 B,-12.64%
2018,$1.00 B,-28.27%
2017,$1.40 B,6.55%
2016,$1.31 B,12.1%
2015,$1.17 B,33.64%
2014,$0.87 B,4.33%
2013,$0.84 B,28.06%
2012,$0.65 B,54.39%
2011,$0.42 B,-5.25%
2010,$0.44 B,42.54%
2009,$0.31 B,-21.7%
2008,$0.40 B,-39.7%
2007,$0.66 B,35.42%
2006,$0.49 B,20.04%
2005,$0.41 B,-10.75%
2004,$0.46 B,19.52%
2003,$0.38 B,
