Year,Marketcap,Change
2025,$11.65 B,1.58%
2024,$11.47 B,-23.59%
2023,$15.01 B,83.2%
2022,$8.19 B,-45.03%
2021,$14.91 B,98.52%
2020,$7.51 B,
2016,$1.66 B,
