Year,Marketcap,Change
2025,$20.13 B,-0.82%
2024,$20.29 B,-20.95%
2023,$25.67 B,41.53%
2022,$18.14 B,-46.2%
2021,$33.72 B,81.35%
2020,$18.59 B,19.45%
2019,$15.56 B,56.48%
2018,$9.94 B,-10.27%
2017,$11.08 B,80.51%
2016,$6.14 B,26.6%
2015,$4.85 B,22.49%
2014,$3.96 B,35.62%
2013,$2.92 B,54.1%
2012,$1.89 B,-28.97%
2011,$2.66 B,-25.63%
2010,$3.58 B,-19.08%
2009,$4.43 B,59.48%
2008,$2.78 B,-35.52%
2007,$4.31 B,14.15%
2006,$3.77 B,4.79%
2005,$3.60 B,12.24%
2004,$3.21 B,34.78%
2003,$2.38 B,
