Year,Marketcap,Change
2025,$1.26 B,1.64%
2024,$1.24 B,-18.41%
2023,$1.52 B,-4.8%
2022,$1.60 B,-4.53%
2021,$1.68 B,58.86%
2020,$1.05 B,-5.44%
2019,$1.11 B,12.9%
2018,$0.99 B,12.44%
2017,$0.88 B,12.24%
2016,$0.78 B,-3.13%
2015,$0.81 B,-21.65%
2014,$1.03 B,-5.59%
2013,$1.09 B,-23.15%
2012,$1.42 B,-15.57%
2011,$1.68 B,-2.2%
2010,$1.72 B,-8.48%
2009,$1.88 B,14.9%
2008,$1.64 B,12.56%
2007,$1.45 B,26.65%
2006,$1.15 B,38.28%
2005,$0.83 B,0.35%
2004,$0.83 B,
