Year,Marketcap,Change
2025,$5.34 B,9.73%
2024,$4.87 B,8.13%
2023,$4.50 B,-8.71%
2022,$4.93 B,-7.89%
2021,$5.36 B,9.2%
2020,$4.90 B,
