Year,Marketcap,Change
2025,$9.42 B,1.46%
2024,$9.29 B,-32.86%
2023,$13.84 B,-2.3%
2022,$14.16 B,-8.69%
2021,$15.51 B,10.96%
2020,$13.98 B,-0.51%
2019,$14.05 B,-6.34%
2018,$15.00 B,-28.6%
2017,$21.01 B,23.5%
2016,$17.01 B,-11.68%
2015,$19.26 B,-21.84%
2014,$24.64 B,-28.61%
2013,$34.52 B,31.34%
2012,$26.28 B,
2002,$0.81 B,-25.77%
2001,$1.10 B,-23.17%
2000,$1.43 B,12.05%
1999,$1.28 B,88.08%
1998,$0.68 B,
