Year,Marketcap,Change
2025,$46.17 B,7.38%
2024,$43.00 B,37.75%
2023,$31.22 B,-14.11%
2022,$36.34 B,-41.3%
2021,$61.91 B,29.24%
2020,$47.90 B,76.86%
2019,$27.08 B,40.9%
2018,$19.22 B,-3.87%
2017,$19.99 B,104.42%
2016,$9.78 B,5%
2015,$9.31 B,46.19%
2014,$6.37 B,19.12%
2013,$5.35 B,76.5%
2012,$3.03 B,-0.5%
2011,$3.04 B,-27.61%
2010,$4.20 B,14.16%
2009,$3.68 B,-17.51%
2008,$4.46 B,
