Year,Marketcap,Change
2025,$1.51 B,19.57%
2024,$1.26 B,-13.55%
2023,$1.46 B,-31.64%
2022,$2.14 B,-36.07%
2021,$3.34 B,-1%
2020,$3.38 B,
