Year,Marketcap,Change
2025,$0.30 B,10.17%
2024,$0.27 B,51.5%
2023,$0.18 B,-44.31%
2022,$0.33 B,-27.22%
2021,$0.45 B,-32.09%
2020,$0.66 B,88.28%
2019,$0.35 B,
