Year,Marketcap,Change
2025,$9.44 B,19.16%
2024,$7.92 B,-28.42%
2023,$11.07 B,34.37%
2022,$8.24 B,23.85%
2021,$6.65 B,-29.06%
2020,$9.37 B,
