Year,Marketcap,Change
2025,$0.16 B,-4.7%
2024,$0.16 B,-56.19%
2023,$0.38 B,-28.49%
2022,$0.53 B,-10.22%
2021,$0.59 B,28.39%
2020,$0.46 B,41.42%
2019,$0.33 B,22.69%
2018,$0.26 B,-19.83%
2017,$0.33 B,62.14%
2016,$0.20 B,34.54%
2015,$0.15 B,1.69%
2014,$0.15 B,-4.67%
2013,$0.15 B,50.51%
2012,$0.10 B,-31.7%
2011,$0.15 B,-57.29%
2010,$0.36 B,2.42%
2009,$0.35 B,-7.43%
2008,$0.38 B,-51.2%
2007,$0.78 B,16.71%
2006,$0.67 B,5.2%
2005,$0.63 B,58.85%
2004,$0.40 B,-19.66%
2003,$0.49 B,
