Year,Marketcap,Change
2025,$0.12 B,-3.88%
2024,$0.12 B,-26.13%
2023,$0.17 B,20.13%
2022,$0.14 B,-19.59%
2021,$0.17 B,-18.34%
2020,$0.21 B,-1.83%
2019,$0.22 B,-35.89%
2018,$0.34 B,
