Year,Marketcap,Change
2025,$0.21 B,17.4%
2024,$0.18 B,-13.39%
2023,$0.21 B,38.48%
2022,$0.15 B,3.15%
2021,$0.15 B,-14.51%
2020,$0.17 B,-27.67%
2019,$0.24 B,51.38%
2018,$0.16 B,18.23%
2017,$0.13 B,34.01%
2016,$0.10 B,-10.47%
2015,$0.11 B,86.33%
2014,$61.08 M,-10.61%
2013,$68.33 M,-7.11%
2012,$73.56 M,
2008,$75.66 M,2.4%
2007,$73.89 M,49.41%
2006,$49.45 M,3.08%
2005,$47.97 M,
