Year,Marketcap,Change
2025,$0.69 B,3.65%
2024,$0.66 B,-24.6%
2023,$0.88 B,-22.51%
2022,$1.13 B,-46.22%
2021,$2.11 B,-10.65%
2020,$2.37 B,
