Year,Marketcap,Change
2025,$0.20 B,-9.28%
2024,$0.22 B,-30.41%
2023,$0.31 B,-1.15%
2022,$0.32 B,3.54%
2021,$0.31 B,-0.18%
2020,$0.31 B,-0.55%
2019,$0.31 B,-16.48%
2018,$0.37 B,-30.66%
2017,$0.54 B,13.14%
2016,$0.47 B,20.22%
2015,$0.39 B,-13.34%
2014,$0.45 B,30.37%
2013,$0.35 B,50.66%
2012,$0.23 B,-13.2%
2011,$0.26 B,2.91%
2010,$0.26 B,58.28%
2009,$0.16 B,15.45%
2008,$0.14 B,-28.9%
2007,$0.20 B,-1.55%
2006,$0.20 B,41.94%
2005,$0.14 B,16.21%
2004,$0.12 B,14.14%
2003,$0.10 B,
