Year,Marketcap,Change
2025,$16.26 B,2.34%
2024,$15.89 B,-16.03%
2023,$18.92 B,19.55%
2022,$15.83 B,-39.42%
2021,$26.13 B,15.49%
2020,$22.63 B,
