Year,Marketcap,Change
2025,$0.42 B,-0.19%
2024,$0.42 B,-11.84%
2023,$0.48 B,-6.02%
2022,$0.51 B,-41.33%
2021,$0.87 B,77.7%
2020,$0.48 B,-23.88%
2019,$0.64 B,9.69%
2018,$0.58 B,-46.78%
2017,$1.10 B,40.6%
2016,$0.78 B,-8.64%
2015,$0.85 B,12.06%
2014,$0.76 B,-29.48%
2013,$1.08 B,34.56%
2012,$0.80 B,15.93%
2011,$0.69 B,-58.44%
2010,$1.67 B,59.78%
2009,$1.04 B,49.33%
2008,$0.70 B,-64.28%
2007,$1.96 B,-15.71%
2006,$2.33 B,76.79%
2005,$1.31 B,2.44%
2004,$1.28 B,21.87%
2003,$1.05 B,
