Year,Marketcap,Change
2025,$49.36 B,16.48%
2024,$42.37 B,30.5%
2023,$32.47 B,20.17%
2022,$27.02 B,-5.35%
2021,$28.54 B,8.26%
2020,$26.36 B,-18.65%
2019,$32.41 B,17.9%
2018,$27.49 B,-8.13%
2017,$29.92 B,-1.74%
2016,$30.45 B,-9.24%
2015,$33.55 B,15.87%
2014,$28.95 B,-8.5%
2013,$31.64 B,18.22%
2012,$26.76 B,53.7%
2011,$17.41 B,-5.41%
2010,$18.41 B,11.53%
2009,$16.50 B,-1.23%
2008,$16.71 B,-34.32%
2007,$25.44 B,-19.94%
2006,$31.78 B,
