Year,Marketcap,Change
2025,$0.20 B,1.33%
2024,$0.20 B,-6.31%
2023,$0.21 B,13.43%
2022,$0.19 B,-27.81%
2021,$0.26 B,54.22%
2020,$0.17 B,9.91%
2019,$0.15 B,-1.33%
2018,$0.15 B,-25.3%
2017,$0.21 B,14.86%
2016,$0.18 B,9.39%
2015,$0.16 B,-15.63%
2014,$0.20 B,-6.9%
2013,$0.21 B,17.39%
2012,$0.18 B,22.63%
2011,$0.15 B,1.27%
2010,$0.14 B,17.33%
2009,$0.12 B,5.01%
2008,$0.12 B,-47.37%
2007,$0.22 B,60.67%
2006,$0.14 B,19.02%
2005,$0.11 B,-21.9%
2004,$0.15 B,68.09%
2003,$91.14 M,
