Year,Marketcap,Change
2025,$3.25 B,22.46%
2024,$2.65 B,16.25%
2023,$2.28 B,-8.34%
2022,$2.49 B,16.73%
2021,$2.13 B,-40.16%
2020,$3.57 B,
