Year,Marketcap,Change
2025,$0.85 B,9.05%
2024,$0.78 B,5.62%
2023,$0.73 B,6.33%
2022,$0.69 B,-9.02%
2021,$0.76 B,7.31%
2020,$0.71 B,18.06%
2019,$0.60 B,-12.62%
2018,$0.68 B,42.29%
2017,$0.48 B,6.3%
2016,$0.45 B,9.92%
2015,$0.41 B,
