Year,Marketcap,Change
2025,$1.78 B,-2.81%
2024,$1.83 B,-3.31%
2023,$1.89 B,17.28%
2022,$1.61 B,-19.42%
2021,$2.00 B,18.12%
2020,$1.69 B,-0.91%
2019,$1.71 B,-14.11%
2018,$1.99 B,13.31%
2017,$1.76 B,2.36%
2016,$1.72 B,56.54%
2015,$1.09 B,21.23%
2014,$0.90 B,-9.22%
2013,$0.99 B,18.41%
2012,$0.84 B,12.89%
2011,$0.74 B,15.3%
2010,$0.64 B,4.78%
2009,$0.61 B,53.9%
2008,$0.40 B,-37.57%
2007,$0.64 B,38.86%
2006,$0.46 B,53.73%
2005,$0.30 B,-13.26%
2004,$0.34 B,
