Year,Marketcap,Change
2025,$0.41 B,2.43%
2024,$0.40 B,25.64%
2023,$0.31 B,2.98%
2022,$0.31 B,-3.91%
2021,$0.32 B,-36.54%
2020,$0.50 B,31.71%
2019,$0.38 B,-0.99%
2018,$0.39 B,-12.49%
2017,$0.44 B,-6.58%
2016,$0.47 B,15.64%
2015,$0.41 B,25.99%
2014,$0.32 B,18.78%
2013,$0.27 B,5.09%
2012,$0.26 B,22.03%
2011,$0.21 B,-8.94%
2010,$0.23 B,60.34%
2009,$0.14 B,54.3%
2008,$95.5 M,18.85%
2007,$80.35 M,
