Year,Marketcap,Change
2025,$4.02 B,0.93%
2024,$3.99 B,10.41%
2023,$3.61 B,-2.19%
2022,$3.69 B,-23.49%
2021,$4.83 B,8.8%
2020,$4.43 B,
