Year,Marketcap,Change
2025,$0.56 B,0.17%
2024,$0.56 B,-30.64%
2023,$0.81 B,-12.95%
2022,$0.93 B,-7.58%
2021,$1.01 B,32.51%
2020,$0.76 B,-24.4%
2019,$1.00 B,-11.45%
2018,$1.13 B,-32.98%
2017,$1.70 B,19.3%
2016,$1.42 B,26.69%
2015,$1.12 B,4.88%
2014,$1.07 B,-9.3%
2013,$1.18 B,25.5%
2012,$0.94 B,-45.87%
2011,$1.74 B,4.07%
2010,$1.67 B,58.38%
2009,$1.05 B,21.39%
2008,$0.87 B,-39.86%
2007,$1.44 B,42.02%
2006,$1.01 B,
