Year,Marketcap,Change
2025,$4.93 B,12.55%
2024,$4.38 B,-24.33%
2023,$5.79 B,27.86%
2022,$4.52 B,-28.1%
2021,$6.30 B,13.9%
2020,$5.53 B,
