Year,Marketcap,Change
2025,$2.20 B,4.88%
2024,$2.10 B,37.98%
2023,$1.52 B,-10.27%
2022,$1.69 B,-6.41%
2021,$1.81 B,113.11%
2020,$0.85 B,-16.94%
2019,$1.02 B,-9.75%
2018,$1.13 B,-24.39%
2017,$1.50 B,-7.49%
2016,$1.62 B,-11.52%
2015,$1.83 B,34.82%
2014,$1.36 B,5.55%
2013,$1.28 B,10.72%
2012,$1.16 B,-9.19%
2011,$1.28 B,-6.85%
2010,$1.37 B,77.81%
2009,$0.77 B,52.27%
2008,$0.50 B,-63.06%
2007,$1.37 B,4.27%
2006,$1.31 B,35.72%
2005,$0.97 B,5.58%
2004,$0.92 B,3.5%
2003,$0.88 B,
