Year,Marketcap,Change
2025,$1.42 B,9.15%
2024,$1.30 B,-2.93%
2023,$1.34 B,11.84%
2022,$1.20 B,-5.3%
2021,$1.27 B,-4.04%
2020,$1.32 B,20.44%
2019,$1.10 B,11.76%
2018,$0.98 B,-1.06%
2017,$0.99 B,1.02%
2016,$0.98 B,20.91%
2015,$0.81 B,13.12%
2014,$0.72 B,-9.17%
2013,$0.79 B,6.11%
2012,$0.74 B,4.55%
2011,$0.71 B,4.8%
2010,$0.68 B,12.71%
2009,$0.60 B,5.44%
2008,$0.57 B,-1.79%
2007,$0.58 B,10.46%
2006,$0.52 B,38.13%
2005,$0.38 B,-3.25%
2004,$0.39 B,
