Year,Marketcap,Change
2025,$0.68 B,15.25%
2024,$0.59 B,-29.31%
2023,$0.84 B,1.09%
2022,$0.83 B,56.07%
2021,$0.53 B,15.5%
2020,$0.46 B,-33.88%
2019,$0.70 B,23.83%
2018,$0.56 B,-57.77%
2017,$1.33 B,5.94%
2016,$1.26 B,-13.41%
2015,$1.46 B,59.45%
2014,$0.91 B,30.9%
2013,$0.69 B,158.65%
2012,$0.27 B,-1.14%
2011,$0.27 B,-18.59%
2010,$0.33 B,112.06%
2009,$0.15 B,38.23%
2008,$0.11 B,-67.52%
2007,$0.35 B,
