Year,Marketcap,Change
2025,$38.71 B,8.51%
2024,$35.68 B,-4.55%
2023,$37.38 B,62.29%
2022,$23.03 B,-47.13%
2021,$43.56 B,40.15%
2020,$31.08 B,28.43%
2019,$24.20 B,50.79%
2018,$16.05 B,-11.26%
2017,$18.08 B,45.95%
2016,$12.39 B,28.85%
2015,$9.61 B,25.45%
2014,$7.66 B,10.95%
2013,$6.91 B,17.2%
2012,$5.89 B,33.23%
2011,$4.42 B,-5.78%
2010,$4.69 B,39.33%
2009,$3.37 B,89.6%
2008,$1.77 B,
