Year,Marketcap,Change
2025,$7.51 B,1.67%
2024,$7.39 B,-19.9%
2023,$9.22 B,-14.86%
2022,$10.83 B,-18.45%
2021,$13.29 B,1.71%
2020,$13.06 B,8.1%
2019,$12.09 B,41.85%
2018,$8.52 B,-25.09%
2017,$11.37 B,69.56%
2016,$6.71 B,10.33%
2015,$6.08 B,7.37%
2014,$5.66 B,-18.05%
2013,$6.91 B,38.65%
2012,$4.98 B,-1.85%
2011,$5.07 B,18.65%
2010,$4.28 B,31.14%
2009,$3.26 B,-4.43%
2008,$3.41 B,-13.04%
2007,$3.92 B,50.66%
2006,$2.60 B,54.86%
2005,$1.68 B,31.23%
2004,$1.28 B,25.24%
2003,$1.02 B,
