Year,Marketcap,Change
2025,$14.38 B,8.07%
2024,$13.31 B,16.17%
2023,$11.45 B,-5.69%
2022,$12.15 B,-14.89%
2021,$14.27 B,14.76%
2020,$12.43 B,11.25%
2019,$11.18 B,44.13%
2018,$7.75 B,-41.41%
2017,$13.24 B,36.27%
2016,$9.71 B,-9.71%
2015,$10.76 B,5.82%
2014,$10.17 B,-3.45%
2013,$10.53 B,38.89%
2012,$7.58 B,-1.82%
2011,$7.72 B,-20.02%
2010,$9.65 B,33.11%
2009,$7.25 B,-7.25%
2008,$7.82 B,-54.81%
2007,$17.31 B,183.75%
2006,$6.10 B,
