Year,Marketcap,Change
2025,$0.34 B,-10%
2024,$0.38 B,-47.35%
2023,$0.73 B,-14.81%
2022,$0.86 B,-38.22%
2021,$1.39 B,89.87%
2020,$0.73 B,16.4%
2019,$0.63 B,-19.05%
2018,$0.77 B,-23.13%
2017,$1.01 B,92.49%
2016,$0.52 B,-77.5%
2015,$2.34 B,21.16%
2014,$1.93 B,140.45%
2013,$0.80 B,
