Year,Marketcap,Change
2025,$0.16 B,-18.39%
2024,$0.20 B,-29.9%
2023,$0.29 B,-31.33%
2022,$0.42 B,-3.61%
2021,$0.44 B,49.27%
2020,$0.29 B,-4.59%
2019,$0.31 B,23.15%
2018,$0.25 B,-20.42%
2017,$0.31 B,15.62%
2016,$0.27 B,5.15%
2015,$0.26 B,-12.43%
2014,$0.30 B,18.34%
2013,$0.25 B,14.49%
2012,$0.22 B,-6.13%
2011,$0.23 B,2.22%
2010,$0.23 B,97.14%
2009,$0.11 B,40.91%
2008,$83.1 M,-62.04%
2007,$0.21 B,36.52%
2006,$0.16 B,31.16%
2005,$0.12 B,54.96%
2004,$78.9 M,34.18%
2003,$58.8 M,
