Year,Marketcap,Change
2025,$0.36 B,0.22%
2024,$0.36 B,8.09%
2023,$0.33 B,5.44%
2022,$0.32 B,-31.98%
2021,$0.47 B,12.71%
2020,$0.42 B,-33.22%
2019,$0.62 B,4.68%
2018,$0.60 B,31.76%
2017,$0.45 B,125.2%
2016,$0.20 B,-51.57%
2015,$0.41 B,-19.39%
2014,$0.51 B,11.52%
2013,$0.46 B,17.8%
2012,$0.39 B,-8.41%
2011,$0.43 B,-74.43%
2010,$1.68 B,8.41%
2009,$1.55 B,117.64%
2008,$0.71 B,
