Year,Marketcap,Change
2025,$2.14 B,-7.72%
2024,$2.32 B,16.36%
2023,$2.00 B,57.63%
2022,$1.26 B,-49.89%
2021,$2.53 B,49.54%
2020,$1.69 B,34.63%
2019,$1.25 B,-3.98%
2018,$1.30 B,38.26%
2017,$0.94 B,31.08%
2016,$0.72 B,24.87%
2015,$0.57 B,57.52%
2014,$0.36 B,6.31%
2013,$0.34 B,71.57%
2012,$0.20 B,104.67%
2011,$98.42 M,-37.88%
2010,$0.15 B,-14.58%
2009,$0.18 B,33%
2008,$0.13 B,-55.46%
2007,$0.31 B,30.18%
2006,$0.24 B,-8.55%
2005,$0.26 B,2758.4%
2004,$9.2 M,
