Year,Marketcap,Change
2025,$2.15 B,23.85%
2024,$1.74 B,-5.02%
2023,$1.83 B,54.94%
2022,$1.18 B,-4.51%
2021,$1.23 B,61.53%
2020,$0.76 B,-30.71%
2019,$1.10 B,0.99%
2018,$1.09 B,-68.9%
2017,$3.52 B,-9.84%
2016,$3.90 B,-14.71%
2015,$4.58 B,-33.25%
2014,$6.86 B,1.03%
2013,$6.79 B,59.81%
2012,$4.25 B,6.08%
2011,$4.00 B,4.81%
2010,$3.82 B,486.9%
2009,$0.65 B,-27.41%
2008,$0.89 B,
