Year,Marketcap,Change
2025,$5.22 B,19.51%
2024,$4.37 B,-13.55%
2023,$5.05 B,23.6%
2022,$4.09 B,-27.01%
2021,$5.60 B,-7.17%
2020,$6.03 B,-22.71%
2019,$7.81 B,-5.77%
2018,$8.29 B,10.5%
2017,$7.50 B,16.82%
2016,$6.42 B,-8.47%
2015,$7.01 B,23.07%
2014,$5.70 B,-16.17%
2013,$6.80 B,37.34%
2012,$4.95 B,
2008,$2.30 B,-10.25%
2007,$2.56 B,-13.57%
2006,$2.97 B,42.28%
2005,$2.08 B,35.15%
2004,$1.54 B,585.94%
2003,$0.22 B,106.86%
2002,$0.10 B,-79.99%
2001,$0.54 B,-39.23%
2000,$0.89 B,
