Year,Marketcap,Change
2025,$0.64 B,14.83%
2024,$0.56 B,-38.98%
2023,$0.92 B,19.01%
2022,$0.77 B,-38.01%
2021,$1.24 B,-6.91%
2020,$1.34 B,7.89%
2019,$1.24 B,53.58%
2018,$0.81 B,6.07%
2017,$0.76 B,-60.16%
2016,$1.91 B,10.35%
2015,$1.73 B,173.33%
2014,$0.63 B,-21.88%
2013,$0.81 B,7.48%
2012,$0.75 B,
2007,$0.46 B,54.17%
2006,$0.29 B,79.84%
2005,$0.16 B,1.45%
2004,$0.16 B,70.42%
2003,$96.37 M,
