Year,Marketcap,Change
2025,$84.02 M,6.79%
2024,$78.68 M,-84.28%
2023,$0.50 B,0.11%
2022,$0.49 B,-37.24%
2021,$0.79 B,-39.47%
2020,$1.31 B,82.39%
2019,$0.72 B,74.94%
2018,$0.41 B,-18.49%
2017,$0.50 B,36.15%
2016,$0.37 B,38.14%
2015,$0.26 B,47.81%
2014,$0.18 B,-23.49%
2013,$0.23 B,27.01%
2012,$0.18 B,2.47%
2011,$0.18 B,-29.03%
2010,$0.25 B,
2007,$0.35 B,-11.93%
2006,$0.39 B,-6.53%
2005,$0.42 B,21.24%
2004,$0.35 B,17.67%
2003,$0.29 B,
