Year,Marketcap,Change
2025,$0.23 B,-13.69%
2024,$0.27 B,-73.39%
2023,$1.03 B,176.36%
2022,$0.37 B,-85.87%
2021,$2.64 B,-14.05%
2020,$3.07 B,220.38%
2019,$0.95 B,26.56%
2018,$0.75 B,-8.95%
2017,$0.83 B,
