Year,Marketcap,Change
2025,$0.34 B,11.29%
2024,$0.31 B,-15.35%
2023,$0.36 B,1.46%
2022,$0.36 B,-10.48%
2021,$0.40 B,4.14%
2020,$0.38 B,-1.67%
2019,$0.39 B,19.91%
2018,$0.32 B,-9.36%
2017,$0.36 B,40.1%
2016,$0.25 B,15.88%
2015,$0.22 B,10.69%
2014,$0.20 B,
