Year,Marketcap,Change
2025,$3.87 B,11.45%
2024,$3.47 B,-18.06%
2023,$4.24 B,11.81%
2022,$3.79 B,-1.56%
2021,$3.85 B,0.07%
2020,$3.85 B,
