Year,Marketcap,Change
2025,$0.20 B,21.17%
2024,$0.17 B,25.12%
2023,$0.13 B,67.06%
2022,$81.52 M,12.95%
2021,$72.18 M,25.36%
2020,$57.57 M,-55.95%
2019,$0.13 B,79.77%
2018,$72.71 M,-68.62%
2017,$0.23 B,-28.79%
2016,$0.32 B,-42.69%
2015,$0.56 B,32.9%
2014,$0.42 B,2525.4%
2013,$16.27 M,3.56%
2012,$15.71 M,-16.77%
2011,$18.88 M,-43.82%
2010,$33.61 M,-62.47%
2009,$89.57 M,-31.84%
2008,$0.13 B,-43.89%
2007,$0.23 B,1.03%
2006,$0.23 B,
