symbol,year,z_score,distressed,totalCurrentAssets,totalAssets,retainedEarnings,ebitda,depreciationAndAmortization_income_statement,totalLiabilities,marketcap,revenue
DKSH.SW,2021,4.66,0,4297700000.0,5347400000.0,1845300000.0,460600000,128199999.0,3461000000.0,5360000000.0,11106300000
DOCM.SW,2023,1.76,0,293674000.0,866423000.0,-501778000.0,-54566000,43436000.0,435891000.0,1030000000.0,969462000
DOCM.SW,2022,1.0,0,395884000.0,1099445000.0,-583912000.0,-109786000,39641000.0,748666000.0,370000000.0,1608222000
DOCM.SW,2021,2.88,0,537140000.0,1269214000.0,-416219000.0,-159355000,49857000.0,784291000.0,2640000000.0,1726503000
DOCM.SW,2020,3.61,0,539273000.0,1278482000.0,-202325000.0,-76126000,38039000.0,746741000.0,3070000000.0,1476930000
DOKA.SW,2023,2.96,0,1216200000.0,1965500000.0,-481000000.0,299500000,128100000.0,1623100000.0,2250000000.0,2837100000
DOKA.SW,2022,2.7,0,1150700000.0,1946500000.0,-484600000.0,323000000,136800000.0,1611900000.0,1520000000.0,2848800000
DOKA.SW,2021,2.83,0,1210400000.0,2071900000.0,-481800000.0,337100000,239000000.0,1711300000.0,2750000000.0,2756900000
DOKA.SW,2020,3.01,0,1146100000.0,1869800000.0,-571900000.0,351600000,78800000.0,1604900000.0,2360000000.0,2499700000
DESN.SW,2023,9.16,0,435515000.0,1192141000.0,623830000.0,114047000,20638000.0,306384000.0,3810000000.0,326270000
DESN.SW,2022,10.93,0,464198000.0,1054097000.0,543204000.0,116646000,20572000.0,251129000.0,3800000000.0,319452000
DAE.SW,2024,5.04,0,551000000.0,1150200000.0,1134300000.0,143500000,80500000.0,781700000.0,2530000000.0,1107700000
DAE.SW,2023,6.08,0,574700000.0,1200800000.0,1157800000.0,187200000,80200000.0,814600000.0,3940000000.0,1151500000
DAE.SW,2022,4.41,0,603900000.0,1299000000.0,308800000.0,222100000,75100000.0,895400000.0,3380000000.0,1150600000
DAE.SW,2021,16.97,0,630500000.0,1261000000.0,831200000.0,205600000,66000000.0,312700000.0,7470000000.0,947600000
EFGN.SW,2024,0.33,0,8007300000.0,40599500000.0,-34600000.0,0,89300000.0,38221300000.0,4390000000.0,1498800000
EFGN.SW,2023,0.26,0,4262400000.0,38585900000.0,-164900000.0,411800000,78600000.0,36368800000.0,3910000000.0,1430800000
EFGN.SW,2022,0.46,0,14443200000.0,43538100000.0,-314300000.0,0,82700000.0,41472800000.0,2950000000.0,1755700000
EFGN.SW,2021,0.42,0,12746900000.0,42143000000.0,-407200000.0,0,82300000.0,39851500000.0,2310000000.0,1634900000
LLY.SW,2024,8.43,0,32739700000.0,78714900000.0,13545000000.0,15227600000,1766600000.0,64443300000.0,704310000000.0,45042700000
LLY.SW,2023,7.85,0,25727000000.0,64006300000.0,10312300000.0,8567800000,1527300000.0,53142600000.0,553360000000.0,34124100000
LLY.SW,2022,7.26,0,18034500000.0,49489800000.0,10042600000.0,10175800000,1522500000.0,38714400000.0,347610000000.0,28541400000
LLY.SW,2021,5.85,0,18452400000.0,48806000000.0,8958500000.0,9820300000,1547600000.0,39651200000.0,264220000000.0,28318400000
EMMN.SW,2024,4.32,0,1552529000.0,3359527000.0,2393282000.0,428443000,125730000.0,2229726000.0,4380000000.0,4348812000
EMMN.SW,2023,5.9,0,1450390000.0,2714507000.0,1378989000.0,371780000,114686000.0,1299623000.0,5790000000.0,4242407000
EMMN.SW,2022,5.2,0,1357422000.0,2635439000.0,1239193000.0,358509000,111273000.0,1351533000.0,4520000000.0,4230009000
EMMN.SW,2021,6.16,0,1273843000.0,2471387000.0,1144526000.0,390717000,108756000.0,1289711000.0,6300000000.0,3911861000
EMSN.SW,2023,32.25,0,1375414000.0,2167152000.0,1922366000.0,542358000,49625000.0,398565000.0,18920000000.0,2188967000
EMSN.SW,2022,24.04,0,1570591000.0,2316000000.0,1935581000.0,658402000,50424000.0,471611000.0,15830000000.0,2441909000
EMSN.SW,2021,35.45,0,1622809000.0,2324676000.0,1893839000.0,698028000,55436000.0,496349000.0,26130000000.0,2253846000
EMSN.SW,2020,33.59,0,1399459000.0,2077534999.0,1706320000.0,566195000,54320000.0,453285000.0,22630000000.0,1802348000
FTON.SW,2023,2.61,0,302082000.0,807839000.0,241015000.0,83069000,54163000.0,319688000.0,310000000.0,847705000
FTON.SW,2022,2.38,0,350013000.0,914966000.0,250339000.0,80194000,57333000.0,374455000.0,320000000.0,860973000
FTON.SW,2021,2.46,0,253053000.0,684397000.0,220348000.0,86213000,51103000.0,346030000.0,310000000.0,588058000
FTON.SW,2020,2.01,0,231865000.0,677051000.0,182720000.0,53207000,50254000.0,383166000.0,310000000.0,491965000
FHZN.SW,2023,3.07,0,962600000.0,5105900000.0,2464900000.0,679500000,286800000.0,2302300000.0,6400000000.0,1236300000
FHZN.SW,2022,2.35,0,1095400000.0,5217800000.0,2283100000.0,536300000,268500000.0,2538700000.0,4750000000.0,1023500000
FHZN.SW,2021,2.2,0,838100000.0,5004300000.0,2012400000.0,295400000,257399999.0,2593000000.0,5510000000.0,680000000
FHZN.SW,2020,1.97,0,831647000.0,5138333000.0,1930142000.0,189100000,247814000.0,2801531000.0,5430000000.0,623974000
FORN.SW,2024,5.76,0,568300000.0,975800000.0,1024600000.0,169100000,45800000.0,349800000.0,1180000000.0,1122000000
FORN.SW,2023,5.53,0,523200000.0,901400000.0,0.0,185700000,50100000.0,347700000.0,1760000000.0,1175200000
FORN.SW,2022,4.86,0,571600000.0,972500000.0,0.0,194300000,60800000.0,422400000.0,1670000000.0,1293200000
FORN.SW,2021,6.18,0,553600000.0,994100000.0,0.0,223700000,56700000.0,472300000.0,2910000000.0,1254000000
GALE.SW,2023,4.28,0,1033589999.0,2990952000.0,1478235000.0,306920000,103000000.0,1515756000.0,4300000000.0,3746011000
GALE.SW,2022,4.56,0,976718000.0,2663679000.0,1248397000.0,290458000,99572000.0,1414218000.0,4050000000.0,4014348000
GALE.SW,2021,4.44,0,963496000.0,2615712000.0,1237049000.0,300335000,98408000.0,1382035000.0,3720000000.0,3834679000
GALE.SW,2020,4.58,0,812064000.0,2258938000.0,1062098999.0,302781000,93421000.0,1205583000.0,3310000000.0,3479753000
GEBN.SW,2023,7.69,0,1026800000.0,3556200000.0,0.0,919700000,152400000.0,2236100000.0,21470000000.0,3083900000
GEBN.SW,2022,7.07,0,882300000.0,3429200000.0,0.0,906600000,153600000.0,1932200000.0,16260000000.0,3391900000
GEBN.SW,2021,11.9,0,1140200000.0,3772200000.0,0.0,1065700000,167700000.0,1784500000.0,29250000000.0,3460500000
GEBN.SW,2020,9.16,0,1075600000.0,3751000000.0,0.0,920600000,153800000.0,1829000000.0,22390000000.0,2986100000
GF.SW,2023,2.97,0,2530000000.0,4119000000.0,322000000.0,467000000,122000000.0,4097000000.0,5940000000.0,4026000000
GF.SW,2022,4.36,0,2489000000.0,3732000000.0,1837000000.0,513000000,115000000.0,2076000000.0,5000000000.0,3998000000
GF.SW,2021,4.21,0,2459000000.0,3808000000.0,1648000000.0,414000000,129000000.0,2312000000.0,6200000000.0,3722000000
GF.SW,2020,3.92,0,2142000000.0,3500000000.0,1535000000.0,302000000,128000000.0,2111000000.0,5290000000.0,3184000000
GIVN.SW,2024,5.48,0,4211000000.0,12099000000.0,6968000000.0,1793000000,359000000.0,7521000000.0,40720000000.0,7412000000
GIVN.SW,2023,5.4,0,3615000000.0,11128000000.0,6730000000.0,1454000000,356000000.0,7130000000.0,38200000000.0,6915000000
GIVN.SW,2022,4.43,0,3707000000.0,11509000000.0,6614000000.0,1376000000,364000000.0,7272000000.0,28260000000.0,7117000000
GIVN.SW,2021,5.9,0,3407000000.0,11434000000.0,6365000000.0,1443000000,391000000.0,7493000000.0,48360000000.0,6684000000
GLKBN.SW,2023,0.43,0,2801122000.0,8792550000.0,26015000.0,36316000,5453000.0,8365304000.0,360000000.0,96724000
GLKBN.SW,2022,0.22,0,1174255000.0,8585349000.0,25301000.0,35063000,5742000.0,8170257000.0,360000000.0,94227000
GLKBN.SW,2021,0.26,0,1311686000.0,7760899000.0,24469000.0,29212000,5868000.0,7357848000.0,400000000.0,85056000
GLKBN.SW,2020,0.25,0,1075653000.0,7049275000.0,25937000.0,30419000,4224000.0,6692876000.0,380000000.0,84454000
GT.SW,2024,1.88,0,7632000000.0,20964000000.0,5156000000.0,1726000000,1049000000.0,16058000000.0,2520000000.0,18878000000
GT.SW,2023,1.81,0,7650000000.0,21582000000.0,5086000000.0,856000000,1001000000.0,16745000000.0,4060000000.0,20066000000
GT.SW,2022,1.98,0,8665000000.0,22431000000.0,5775000000.0,1814000000,964000000.0,16965000000.0,2870000000.0,20805000000
GT.SW,2021,1.95,0,7331000000.0,21402000000.0,5573000000.0,1783000000,883000000.0,16218000000.0,5990000000.0,17478000000
GRKP.SW,2023,0.36,0,6313598000.0,32769099000.0,1383600000.0,268781000,31958000.0,29828227000.0,1500000000.0,500995000
GRKP.SW,2022,0.4,0,7796329000.0,33253232000.0,1271969000.0,240180000,27614000.0,30384238000.0,1360000000.0,478191000
GRKP.SW,2021,0.44,0,8957820000.0,32788597000.0,1192393000.0,234351000,21696000.0,29974384000.0,1250000000.0,438722000
GRKP.SW,2020,0.42,0,8216038000.0,31419610000.0,1101216000.0,206311000,20708000.0,28664061000.0,1260000000.0,400185000
GURN.SW,2024,3.83,0,196817000.0,289966000.0,304316000.0,1920000,14723000.0,229592000.0,78680000.0,431693000
GURN.SW,2023,5.78,0,169733000.0,278071000.0,334546000.0,31748000,14540000.0,199373000.0,500000000.0,459852000
GURN.SW,2022,4.78,0,239098000.0,363543000.0,326164000.0,35780000,15297000.0,250874000.0,490000000.0,499454000
GURN.SW,2021,5.96,0,212955000.0,331963000.0,149849000.0,35474000,13212000.0,161681000.0,790000000.0,467930000
HBMN.SW,2023,10.11,0,10287000.0,1806568000.0,1493390000.0,-2462000,-3840000.0,102703000.0,1530000000.0,2982000
HBMN.SW,2022,6.76,0,5748000.0,1924047000.0,1494473000.0,-146085000,-2416000.0,151359000.0,1510000000.0,-144897000
HBMN.SW,2021,11.18,0,5408000.0,2137455000.0,1640791000.0,-75314000,1531000.0,150965000.0,2580000000.0,-76500000
HBMN.SW,2020,15.54,0,6050000.0,2261880000.0,1718822000.0,758743000,10037000.0,110395000.0,2400000000.0,766308000
HELN.SW,2023,0.37,0,1892900000.0,61488500000.0,3513700000.0,653800000,146100000.0,55100200000.0,7280000000.0,9226900000
HELN.SW,2022,0.43,0,3817100000.0,59992100000.0,3545600000.0,720700000,150500000.0,56214800000.0,6160000000.0,10142600000
HELN.SW,2021,0.43,0,5362100000.0,70011000000.0,3369700000.0,1002100000,185900000.0,63596500000.0,6210000000.0,12307800000
HELN.SW,2020,0.36,0,4633700000.0,70311100000.0,3097200000.0,513400000,116800000.0,63910800000.0,5590000000.0,10431900000
HIAG.SW,2023,1.5,0,109394000.0,2004276000.0,925018000.0,71699000,550000.0,923137000.0,950000000.0,111184000
HIAG.SW,2022,1.34,0,32924000.0,1999363000.0,884544000.0,50841000,521000.0,937081000.0,890000000.0,97013000
HIAG.SW,2021,1.46,0,87350000.0,1903643000.0,798588000.0,51622000,499000.0,914644000.0,1040000000.0,90319000
HIAG.SW,2020,1.41,0,19706000.0,1691378000.0,717953000.0,42321000,396000.0,930256000.0,1040000000.0,86803000
HOLN.SW,2024,2.25,0,12187000000.0,54285000000.0,0.0,6827000000,2219000000.0,26330000000.0,53240000000.0,26407000000
HOLN.SW,2023,2.89,0,12842000000.0,52686000000.0,28825000000.0,6454000000,1977000000.0,25903000000.0,44810000000.0,27009000000
HOLN.SW,2022,2.47,0,16784000000.0,57603000000.0,27339000000.0,6982000000,2160000000.0,27989000000.0,31470000000.0,29189000000
HOLN.SW,2021,2.12,0,13696000000.0,59885000000.0,23883000000.0,6041000000,2320000000.0,29412000000.0,31130000000.0,26834000000
HUBN.SW,2023,8.78,0,483950000.0,777026000.0,711822000.0,107607000,32939999.0,167397000.0,1490000000.0,851062000
HUBN.SW,2022,8.59,0,540164000.0,814983000.0,686647000.0,132791000,32112000.0,208331000.0,1750000000.0,954564000
HUBN.SW,2021,9.13,0,565951000.0,833528000.0,646240000.0,136603000,33069000.0,189778000.0,1830000000.0,862947000
HUBN.SW,2020,9.39,0,491309000.0,740317000.0,585242000.0,90617000,28148000.0,148689000.0,1540000000.0,737897000
HBLN.SW,2023,0.42,0,2088668000.0,6893805000.0,21836000.0,6915000,6915000.0,6361827000.0,350000000.0,109221000
HBLN.SW,2022,0.27,0,1191724000.0,6657510000.0,19367000.0,26087000,4449000.0,6138037000.0,310000000.0,94953000
HBLN.SW,2021,0.3,0,1280487000.0,6448314000.0,19019000.0,35808000,14088000.0,5939241000.0,330000000.0,95694000
HBLN.SW,2020,0.27,0,967829000.0,5923081000.0,18689000.0,33518000,12676000.0,5424640000.0,340000000.0,91865000
IDIA.SW,2023,-9.46,0,276284000.0,499996000.0,-3143019000.0,-254551000,19034000.0,1468714000.0,440000000.0,152386000
IDIA.SW,2022,-5.45,0,596438000.0,904180000.0,-2845098000.0,-783088000,19829000.0,1565138000.0,2570000000.0,97102000
IDIA.SW,2021,-0.76,0,1077462000.0,1482958000.0,-1982079000.0,-588835000,18033000.0,1378754000.0,3600000000.0,35349000
IDIA.SW,2020,1.99,0,1034627000.0,1435365000.0,-1347484000.0,-420637000,18925000.0,849882000.0,4810000000.0,71758000
IMPN.SW,2023,2.5,0,1730087000.0,2905541000.0,517203000.0,217889000,103784000.0,2329766000.0,660000000.0,3595909000
IMPN.SW,2022,2.48,0,1834590000.0,2753426000.0,104751000.0,202219000,94212000.0,2270756000.0,760000000.0,3563266000
IMPN.SW,2021,2.31,0,2082698000.0,2987836000.0,61157000.0,198578000,109959000.0,2641918000.0,410000000.0,3764670000
IMPN.SW,2020,2.02,0,1950832000.0,2943211000.0,-134702000.0,-54041000,101945000.0,2640184000.0,500000000.0,3988946000
IFCN.SW,2023,15.62,0,367775000.0,519491000.0,341481000.0,150603000,15403000.0,179505000.0,3500000000.0,673713000
IFCN.SW,2022,12.35,0,293279000.0,429410000.0,283624000.0,124890000,14529000.0,151964000.0,2130000000.0,581297000
IFCN.SW,2021,23.18,0,253202000.0,365155000.0,251360000.0,116501000,12410000.0,112569000.0,3570000000.0,515777000
IFCN.SW,2020,20.08,0,209892000.0,305182000.0,215196000.0,78379000,12576000.0,82296000.0,2230000000.0,397801000
INRN.SW,2023,15.5,0,333040000.0,544027000.0,593363000.0,106639000,22443000.0,133215000.0,2600000000.0,556338000
INRN.SW,2022,11.99,0,324638000.0,549648000.0,553943000.0,129343000,24127000.0,155455000.0,2080000000.0,664409000
INRN.SW,2021,14.69,0,316177000.0,546958000.0,494473000.0,122691000,23142000.0,201530000.0,3680000000.0,640063000
INRN.SW,2020,12.92,0,270695000.0,476213000.0,432837000.0,114259000,21340000.0,164223000.0,2520000000.0,530629000
ISN.SW,2023,2.75,0,27382000.0,1399987000.0,877191000.0,93303000,127000.0,532673000.0,1340000000.0,168106000
ISN.SW,2022,2.74,0,52729000.0,1456339000.0,886862000.0,193363000,131000.0,577534000.0,1200000000.0,233643000
ISN.SW,2021,2.54,0,31701000.0,1426731000.0,788779000.0,162942000,136000.0,616995000.0,1270000000.0,186577000
ISN.SW,2020,2.23,0,33470999.0,1378320000.0,692042000.0,94394000,142000.0,667688000.0,1320000000.0,117758000
IREN.SW,2023,2.69,0,40218000.0,1613696000.0,1036789000.0,50062000,4083000.0,580346000.0,1470000000.0,231530000
IREN.SW,2022,2.8,0,46010000.0,1597358000.0,1068314000.0,53524000,3697000.0,527683999.0,1390000000.0,227548000
IREN.SW,2021,1.99,0,51841000.0,1820537000.0,949311000.0,53674000,3769000.0,852559000.0,1450000000.0,215997000
IREN.SW,2020,2.03,0,52524000.0,1555986000.0,788064000.0,45522000,2707000.0,734034000.0,1310000000.0,178689000
VBSN.SW,2023,8.03,0,147731000.0,188873000.0,139336000.0,23367000,5522000.0,37497000.0,310000000.0,147953000
VBSN.SW,2022,7.99,0,131537000.0,180321000.0,131633000.0,16149000,6111000.0,36648000.0,310000000.0,150649000
VBSN.SW,2021,8.02,0,120726000.0,173186000.0,124968000.0,7271000,5537000.0,36178000.0,320000000.0,144067000
VBSN.SW,2020,10.34,0,129288000.0,181088000.0,127159000.0,25386000,4219000.0,41889000.0,500000000.0,172919000
BAER.SW,2023,0.43,0,16220300000.0,96786300000.0,7106100000.0,749800000,244800000.0,90623100000.0,11450000000.0,3239500000
BAER.SW,2022,0.58,0,32497200000.0,105643700000.0,7536000000.0,0,279500000.0,99354000000.0,12150000000.0,4522700000
BAER.SW,2021,0.61,0,39960700000.0,116305800000.0,7615800000.0,0,237100000.0,109562400000.0,14270000000.0,4267899999
BAER.SW,2020,0.54,0,32543200000.0,109137000000.0,6931900000.0,0,410700000.0,102702800000.0,12430000000.0,4059800000
JFN.SW,2023,4.76,0,109676000.0,891884000.0,687249000.0,140521000,39766000.0,231312000.0,1100000000.0,278068000
JFN.SW,2022,3.7,0,79853000.0,843006000.0,629094000.0,49811000,42302000.0,202637000.0,780000000.0,169030000
JFN.SW,2021,3.48,0,42790000.0,818810000.0,585520000.0,40574999,39606000.0,222221000.0,850000000.0,97041000
JFN.SW,2020,3.58,0,46068000.0,818681000.0,585982000.0,22574000,33450000.0,221709000.0,900000000.0,94900000
KARN.SW,2023,10.61,0,294700000.0,422200000.0,251100000.0,100700000,13400000.0,182100000.0,2000000000.0,702900000
KARN.SW,2022,8.44,0,257899999.0,364100000.0,211000000.0,63700000,9600000.0,159500000.0,1260000000.0,565600000
KARN.SW,2021,14.13,0,228500000.0,337800000.0,205000000.0,65200000,6600000.0,143900000.0,2530000000.0,455500000
KARN.SW,2020,13.64,0,212500000.0,277300000.0,144800000.0,62100000,7100000.0,103000000.0,1690000000.0,412900000
KLIN.SW,2023,3.21,0,220396000.0,296124000.0,77228000.0,29525000,5140000.0,155372000.0,170000000.0,303497000
KLIN.SW,2022,3.07,0,208415000.0,284444000.0,61922000.0,27005000,4323000.0,157835000.0,140000000.0,310461000
KLIN.SW,2021,2.1,0,214413000.0,273562000.0,40954000.0,-14485000,4563000.0,168839000.0,170000000.0,158608000
KLIN.SW,2020,3.1,0,153886000.0,216941000.0,62774000.0,-7650000,5002000.0,96414000.0,210000000.0,158719000
KOMN.SW,2023,4.56,0,448028000.0,708917000.0,59264000.0,93174000,20178000.0,318321000.0,1220000000.0,745134000
KOMN.SW,2022,4.3,0,522881999.0,788878000.0,99333000.0,85046000,17207000.0,372289000.0,1420000000.0,599170000
KOMN.SW,2021,5.04,0,313895000.0,517142000.0,263803999.0,57904000,15549000.0,252238000.0,1060000000.0,415921000
KOMN.SW,2020,4.23,0,253219000.0,454412000.0,232130000.0,22050000,15086000.0,217926000.0,760000000.0,321741000
KURN.SW,2023,5.59,0,27194000.0,71464000.0,-42151000.0,-10409000,2752000.0,14752000.0,150000000.0,33564000
KURN.SW,2022,0.72,0,31393000.0,82946000.0,-116253000.0,-8840000,2834000.0,14086000.0,58150000.0,17986000
KURN.SW,2021,1.62,0,32892000.0,91336000.0,-101166000.0,-5291000,2880000.0,14360000.0,69090000.0,13815000
KURN.SW,2020,3.32,0,33968000.0,94364000.0,-93152000.0,-8577000,2669000.0,9763000.0,75140000.0,4039000
KNIN.SW,2024,5.76,0,6210000000.0,11725000000.0,5100000000.0,2499000000,824000000.0,8460000000.0,27210000000.0,24802000000
KNIN.SW,2023,7.25,0,6317000000.0,10971000000.0,4954000000.0,2751000000,775000000.0,7812000000.0,41190000000.0,23849000000
KNIN.SW,2022,6.4,0,9958000000.0,14751000000.0,5154000000.0,4591000000,769000000.0,10604000000.0,27820000000.0,39398000000
KNIN.SW,2021,6.1,0,9681000000.0,14650000000.0,3883000000.0,3691000000,733000000.0,11439000000.0,38770000000.0,32801000000
LAND.SW,2023,3.3,0,811581000.0,2444392000.0,285858000.0,214145000,72679000.0,892876000.0,2600000000.0,1963005000
LAND.SW,2022,2.65,0,820107000.0,2424222000.0,176105000.0,143869000,82182000.0,895028000.0,2030000000.0,1681386000
LAND.SW,2021,2.37,0,611248000.0,2288017000.0,-31829000.0,163838000,81500000.0,890461000.0,1940000000.0,1463961000
LAND.SW,2020,2.07,0,598873000.0,2159419000.0,-111232000.0,-278225000,82861000.0,783669000.0,2260000000.0,1357448000
LECN.SW,2023,-1.24,0,42266000.0,106054000.0,-112741000.0,-46203000,7235000.0,160805000.0,340000000.0,17199000
LECN.SW,2022,-2.58,0,31213000.0,90824000.0,-132366999.0,-51496000,6939000.0,148249000.0,240000000.0,17967000
LECN.SW,2021,-2.53,0,31946000.0,89680000.0,-112824000.0,-62424000,6528000.0,116542000.0,220000000.0,18926000
LECN.SW,2020,-2.03,0,31501000.0,73234000.0,-93884000.0,-61834000,7403000.0,95646000.0,330000000.0,21635000
LEHN.SW,2023,13.27,0,171751000.0,344325000.0,179272000.0,93645000,15750000.0,167648000.0,2800000000.0,405777000
LEHN.SW,2022,11.83,0,173638000.0,332484000.0,171183000.0,106980000,14592000.0,158851000.0,2210000000.0,406350000
LEHN.SW,2021,16.55,0,153486000.0,306138000.0,151903000.0,103349000,15149000.0,144941000.0,3160000000.0,373395000
LEHN.SW,2020,13.1,0,141818000.0,266421000.0,123303000.0,73446000,13746000.0,134522000.0,2230000000.0,300966000
LEON.SW,2024,1.32,0,10566842000.0,10667271000.0,665888000.0,52165000,36022000.0,9863441000.0,380000000.0,214469000
LEON.SW,2023,1.38,0,9147406000.0,9256049000.0,680999000.0,64297000,35302000.0,8475916000.0,730000000.0,256882000
LEON.SW,2022,0.3,0,882423000.0,12325666000.0,690796000.0,232019000,33496000.0,11455631000.0,860000000.0,466747000
LEON.SW,2021,0.23,0,554578000.0,14438061000.0,557886000.0,214736000,32856000.0,13635968000.0,1390000000.0,428735000
LOGN.SW,2023,10.53,0,2631340000.0,3604704000.0,3602519000.0,681972000,84746000.0,1371051000.0,14900000000.0,4298467000
LOGN.SW,2022,8.49,0,2605174000.0,3560753000.0,3177575000.0,598948000,100716000.0,1303193000.0,10060000000.0,4538818000
LOGN.SW,2021,9.08,0,3072922000.0,4035405000.0,2975681000.0,902841000,118540000.0,1636667000.0,14000000000.0,5481101000
LOGN.SW,2020,9.25,0,3159318000.0,4142378000.0,2490578000.0,1236168000,82570000.0,1880589000.0,16630000000.0,5252279000
LONN.SW,2024,3.98,0,5440000000.0,19733000000.0,9491000000.0,1029000000,135000000.0,10345000000.0,43000000000.0,6574000000
LONN.SW,2023,4.27,0,4902000000.0,16848000000.0,9486000000.0,1532000000,621000000.0,7336000000.0,31220000000.0,6717000000
LONN.SW,2022,4.91,0,5712000000.0,17557000000.0,9042000000.0,2115000000,596000000.0,6892000000.0,36340000000.0,6223000000
LONN.SW,2021,7.0,0,5933000000.0,16691000000.0,7975000000.0,1382000000,522000000.0,6868000000.0,61910000000.0,5409000000
LUKN.SW,2024,0.22,0,8212567000.0,59462485000.0,286642000.0,0,0.0,55417227000.0,3470000000.0,673924000
LUKN.SW,2023,0.49,0,17896530000.0,57397079000.0,2469833000.0,0,34983000.0,53541015000.0,4240000000.0,626450000
LUKN.SW,2022,0.28,0,9701647000.0,56980019000.0,226604000.0,322454000,33554000.0,53751264000.0,3790000000.0,608990000
LUKN.SW,2021,0.41,0,9497585000.0,52837354000.0,221384000.0,320736000,38055000.0,14312215000.0,3850000000.0,598117000
MCHN.SW,2023,1.23,0,149477000.0,336466000.0,-179572000.0,13593000,18101000.0,237555000.0,150000000.0,372923000
MCHN.SW,2022,1.24,0,251985000.0,443528000.0,-166801000.0,8195000,18406000.0,330273000.0,150000000.0,394050000
MCHN.SW,2021,0.84,0,216037000.0,403855000.0,-157489000.0,8535000,19785000.0,356012000.0,140000000.0,243295000
MCHN.SW,2020,0.31,0,194330000.0,399463000.0,-159797000.0,-45054000,21024000.0,332157000.0,200000000.0,187967000
MOVE.SW,2023,7.15,0,348467000.0,695871000.0,282316000.0,119644000,43133000.0,365833000.0,2980000000.0,510778000
MOVE.SW,2022,6.51,0,283661000.0,584488000.0,235718000.0,106957000,50993000.0,309833000.0,2220000000.0,437122000
MOVE.SW,2021,9.32,0,228034000.0,489266000.0,192363000.0,97815000,40039000.0,262869000.0,3100000000.0,363126000
MOVE.SW,2020,6.34,0,217698000.0,441935000.0,139409000.0,81956000,37016000.0,277218000.0,1980000000.0,302492000
MED.SW,2023,8.88,0,141419000.0,349534000.0,-30841000.0,24693000,13254000.0,94575000.0,1230000000.0,212006000
MED.SW,2022,7.94,0,137881107.0,327893790.0,-23051266.0,16241520,18111968.0,90114448.0,1050000000.0,182824418
MED.SW,2021,14.78,0,175482534.0,298179849.0,-34129045.0,26103111,16386735.0,74184510.0,1680000000.0,159880236
MED.SW,2020,6.23,0,161105422.0,282791917.0,-43836194.0,13964013,15888967.0,69755998.0,620000000.0,127645985
MEDX.SW,2024,2.05,0,261200000.0,954200000.0,498900000.0,67300000,61600000.0,507500000.0,390000000.0,483900000
MEDX.SW,2023,2.68,0,308100000.0,1006800000.0,529800000.0,71400000,55400000.0,532400000.0,920000000.0,486600000
MEDX.SW,2022,2.48,0,489000000.0,1105900000.0,540300000.0,68300000,49600000.0,601100000.0,780000000.0,477100000
MEDX.SW,2021,4.65,0,339700000.0,974400000.0,552800000.0,110600000,50900000.0,440500000.0,2030000000.0,457300000
MTG.SW,2024,4.15,0,144414000.0,317294000.0,86590000.0,41210000,14368000.0,147783000.0,340000000.0,496177000
MTG.SW,2023,4.7,0,161813000.0,333172000.0,72519000.0,48773000,14494000.0,159982000.0,490000000.0,545920000
MTG.SW,2022,3.83,0,159866000.0,389206000.0,52291000.0,51742000,14282000.0,217880000.0,510000000.0,556339000
MTG.SW,2021,2.96,0,162397000.0,360067000.0,27597000.0,35280000,14501000.0,196903000.0,230000000.0,510839000
METN.SW,2023,4.38,0,238524000.0,690660000.0,109176000.0,43729000,11311000.0,168842000.0,810000000.0,494715000
METN.SW,2022,5.29,0,285879000.0,701189000.0,107964000.0,146214000,16024000.0,182886000.0,930000000.0,645941000
METN.SW,2021,5.0,0,378859000.0,715628000.0,109395000.0,57618000,17174000.0,199438000.0,1010000000.0,661886000
METN.SW,2020,5.11,0,316712000.0,635239000.0,77738000.0,40968000,31226000.0,152345000.0,760000000.0,823541000
MBTN.SW,2023,-2.19,0,386068000.0,681216000.0,-1366283000.0,-234089000,30427000.0,489806000.0,830000000.0,135035000
MBTN.SW,2022,2.84,0,473798000.0,720442000.0,-1105066000.0,-38711000,18854000.0,291561000.0,2070000000.0,147214000
MBTN.SW,2021,0.43,0,334668000.0,492722000.0,-1032003000.0,-81180000,7981000.0,231292000.0,1180000000.0,39905000
MBTN.SW,2020,11.57,0,222964000.0,296807000.0,-928984000.0,-47340000,10774000.0,37035000.0,950000000.0,90457000
MIKN.SW,2023,3.67,0,271457000.0,374210000.0,120373000.0,43014000,8965000.0,170405000.0,300000000.0,370241000
MIKN.SW,2022,2.83,0,212186000.0,345922000.0,94892000.0,35001000,8615000.0,159900000.0,150000000.0,309442000
MIKN.SW,2021,2.74,0,164646000.0,300039000.0,72664000.0,27323000,9128000.0,134969000.0,130000000.0,289455000
MIKN.SW,2020,2.12,0,164686000.0,277126000.0,55654000.0,-11377000,10431000.0,131607000.0,100000000.0,257819000
MOZN.SW,2023,6.73,0,292970000.0,357536000.0,269343000.0,76921000,11478000.0,334154000.0,700000000.0,1013354000
MOZN.SW,2022,6.5,0,323457000.0,377408000.0,250472000.0,79581000,8900000.0,334093000.0,710000000.0,1002701000
MOZN.SW,2021,7.03,0,278760000.0,326800000.0,220415000.0,77170000,9650000.0,282458000.0,650000000.0,981537000
