,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,distressed
0,2024-12-31,MMM.SW,USD,0,2024-12-31,2024-12-31 00:00:00,2024,FY,24575000000,14447000000,10128000000,0.4121261445,1085000000.0,0.0,0.0,4221000000.0,0.0,5306000000,19753000000,452000000.0,1191000000.0,1363000000.0,7373000000,0.3000203459,4822000000,0.1962156663,-3000000,4819000000,0.196093591,804000000.0,4173000000,0.1698067141,7.58,7.55,550600000,552700000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
1,2023-12-31,MMM.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,32681000000,18477000000,14204000000,0.4346256235,1842000000.0,21397000000.0,-2328000000.0,21526000000.0,-36000000.0,23332000000,41809000000,250000000.0,941000000.0,1987000000.0,-6759000000,-0.20681741680000001,-9128000000,-0.2793060188,-542000000,-9670000000,-0.2958905786,-2691000000.0,-6995000000,-0.21403873810000001,-12.63,-12.63,553900000,553900000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
2,2022-12-31,MMM.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,34229000000,19232000000,14997000000,0.43813725200000003,1862000000.0,8801000000.0,248000000.0,9049000000.0,-147000000.0,10911000000,30143000000,67000000.0,462000000.0,1831000000.0,8274000000,0.0477080838,-198000000,-0.0057845686000000006,-147000000,6392000000,0.18674223610000001,612000000.0,5777000000,0.1687750153,10.21,10.18,566000000,567600000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
3,2021-12-31,MMM.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,35355000000,18795000000,16560000000,0.4683920238,1994000000.0,7197000000.0,0.0,7197000000.0,-165000000.0,9191000000,27986000000,26000000.0,488000000.0,1915000000.0,9669000000,0.2084287937,5454000000,0.1542638948,-165000000,7204000000,0.20376184420000001,1285000000.0,5921000000,0.1674727761,10.23,10.12,579000000,585300000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
4,2024-12-31,ABBN.SW,USD,0,2024-12-31,2024-12-31 00:00:00,2024,FY,32850000000,20576000000,12274000000,0.3736377473,1469000000.0,2154000000.0,3554000000.0,5708000000.0,26000000.0,7203000000,27779000000,206000000.0,99000000.0,802000000.0,6134000000,0.1867275495,5071000000,0.1543683409,162000000,5233000000,0.1592998478,1278000000.0,3935000000,0.1197869102,2.13,2.13,1846000000,1851000000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
5,2023-12-31,ABBN.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,32235000000,21021000000,11214000000,0.3478827362,1317000000.0,2128000000.0,3415000000.0,5543000000.0,-517000000.0,6343000000,27364000000,165000000.0,275000000.0,780000000.0,5833000000,0.18095238100000002,4871000000,0.151109043,-93000000,4778000000,0.1482239801,930000000.0,3745000000,0.1161780673,2.03,2.02,1853960396,1867000000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
6,2022-12-31,ABBN.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,29446000000,19736000000,9710000000,0.3297561638,1166000000.0,1884000000.0,3248000000.0,5132000000.0,75000000.0,6373000000,26109000000,72000000.0,130000000.0,814000000.0,4338000000,0.1473205189,3337000000,0.11332608840000001,57000000,3394000000,0.11526183520000001,757000000.0,2475000000,0.0840521633,1.3,1.3,1899000000,1910000000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
7,2021-12-31,ABBN.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,28945000000,19478000000,9467000000,0.3270685783,1219000000.0,1881000000.0,3281000000.0,5162000000.0,-2632000000.0,3749000000,23227000000,51000000.0,148000000.0,893000000.0,6828000000,0.23589566420000002,5718000000,0.19754707200000002,69000000,5787000000,0.1999309034,1057000000.0,4546000000,0.1570564864,2.27,2.25,2001000000,2019000000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
8,2024-12-31,ABT.SW,USD,0,2024-12-31,2024-12-31 00:00:00,2024,FY,41950000000,18706000000,23244000000,0.5540882002,2844000000.0,0.0,0.0,11697000000.0,1878000000.0,16419000000,35125000000,344000000.0,559000000.0,3218000000.0,10790000000,0.2572109654,6825000000,0.162693683,188000000,7013000000,0.1671752086,-6389000000.0,13402000000,0.3194755662,7.7,7.67,1739466000,1747597000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
9,2023-12-31,ABT.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,40109000000,17919000000,22190000000,0.5532424144,2741000000.0,0.0,0.0,10385000000.0,2586000000.0,15712000000,33631000000,385000000.0,637000000.0,3243000000.0,10544000000,0.26288364210000004,6478000000,0.1615098856,186000000,6664000000,0.1661472487,941000000.0,5723000000,0.1426861802,3.26,3.27,1755521472,1749000000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
10,2022-12-31,ABT.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,43653000000,19142000000,24511000000,0.5614963462,2888000000.0,0.0,0.0,11248000000.0,2013000000.0,16149000000,35291000000,183000000.0,375000000.0,3267000000.0,12380000000,0.24502325160000002,8362000000,0.1915561359,-56000000,8306000000,0.1902732916,1373000000.0,6933000000,0.1588206996,3.98,3.91,1753000000,1764000000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
11,2021-12-31,ABT.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,43075000000,18537000000,24538000000,0.569657574,2742000000.0,0.0,0.0,11324000000.0,2047000000.0,16113000000,34650000000,43000000.0,490000000.0,3538000000.0,12742000000,0.2495414974,8425000000,0.1955890888,-214000000,8211000000,0.1906210099,1140000000.0,7071000000,0.16415554270000002,4.01,3.94,1775000000,1789000000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
12,2023-12-31,ACLN.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,914859000,528927000,385932000,0.4218486127,57448000.0,192470000.0,0.0,192470000.0,-5292000.0,244626000,773553000,0.0,4128000.0,30128000.0,171434000,0.1873884391,141306000,0.1544565884,-4128000,137178000,0.1499444177,27205000.0,101207000,0.11062579040000001,1.08,1.08,93757324,93849162,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
13,2022-12-31,ACLN.SW,USD,0,2022-12-31,2022-12-31 00:00:00,2022,FY,780538000,427714000,352824000,0.45202667900000004,51087000.0,149602000.0,0.0,149602000.0,0.0,195786000,623500000,0.0,555000.0,22745000.0,179783000,0.2303321555,157038000,0.2011919983,-555000,156483000,0.20048095030000002,26691000.0,122801000,0.15732866310000002,1.31,1.31,93751299,93752355,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
14,2021-12-31,ACLN.SW,USD,0,2021-12-31,2021-12-31 00:00:00,2021,FY,756466000,400815000,355651000,0.4701480304,51626000.0,121043000.0,0.0,121043000.0,0.0,170070000,570885000,0.0,1379000.0,23511000.0,209092000,0.27640634210000004,185581000,0.24532629360000002,-1379000,184202000,0.2435033432,39897000.0,138508000,0.18309877770000002,1.47,1.47,94500000,94500000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
15,2020-12-31,ACLN.SW,USD,0,2020-12-31,2020-12-31 00:00:00,2020,FY,711000000,406000000,305000000,0.4289732771,48000000.0,0.0,0.0,119000000.0,0.0,169000000,575000000,885310.0,0.0,24000000.0,161000000,0.22644163150000002,137000000,0.19268635720000002,0,137000000,0.19268635720000002,25000000.0,107000000,0.1504922644,0.0,0.0,0,0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
16,2023-12-31,ADXN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,1612953,6931251,-5318298,-3.2972430071,6962486.0,7204860.0,-2341765.0,4863095.0,0.0,11894252,11928368,63964.0,21607.0,305952.0,-10228664,-6.341575979,-10311180,-6.3927343202,-245047,-10556227,-6.5446587718,0.0,-10556227,-6.5446587718,-0.14,-0.14,74307635,74307635,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
17,2022-12-31,ADXN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,1422438,14623462,-13201024,-9.2805619647,14665462.0,7299704.0,0.0,7299704.0,-22521.0,21942645,21942645,29251.0,48897.0,323144.0,-20432172,-14.1783416922,-20520207,-14.4260818398,-284006,-20804213,-14.6257432661,264360.0,-21068573,-14.8115931942,-0.47000000000000003,-0.47000000000000003,45184865,45184865,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
18,2021-12-31,ADXN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,2916308,12818540,-9902232,-3.395468517,12840540.0,5138000.0,0.0,5138000.0,444000.0,18422540,18422540,5322.0,63012.0,347613.0,-14941292,-5.1959470673,-15505917,-5.3169682352,154003,-15351914,-5.2641607128,63012.0,-15414926,-5.2857674841,-0.45,-0.45,34119666,34119666,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
19,2020-12-31,ADXN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,3612819,10373200,-6760381,-1.8712205068,10373200.0,5146000.0,0.0,5146000.0,336676.0,15855876,15855876,35305.0,69502.0,378754.0,-12410344,-3.2742340538,-12243274,-3.3888423417,-615325,-12858599,-3.5591594818,69502.0,-12928101,-3.5783970910000003,-0.48,-0.48,26681774,26681774,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
20,2024-12-31,ADEN.SW,EUR,0,2024-12-31,2024-12-31 00:00:00,2024,FY,23138000000,18642000000,4496000000,0.1943123866,0.0,3908000000.0,0.0,3908000000.0,47000000.0,3955000000,22597000000,0.0,73000000.0,244000000.0,760000000,0.0328463999,541000000,0.0233814504,-98000000,443000000,0.0191459936,140000000.0,303000000,0.013095341000000002,1.78,1.8,170588235,168592999,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
21,2023-12-31,ADEN.SW,EUR,0,2023-12-31,2023-12-30 19:00:00,2023,FY,23957000000,18988000000,4969000000,0.2074132821,0.0,4259000000.0,0.0,4259000000.0,78000000.0,4337000000,23325000000,16000000.0,77000000.0,257000000.0,841000000,0.0351045623,632000000,0.0263805986,-125000000,507000000,0.021162916900000002,180000000.0,325000000,0.013565972400000001,1.94,1.9300000000000002,167427593,168014727,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
22,2022-12-31,ADEN.SW,EUR,0,2022-12-31,2022-12-30 19:00:00,2022,FY,23640000000,18666000000,4974000000,0.2104060914,0.0,4326000000.0,157000000.0,4326000000.0,130000000.0,4456000000,23122000000,9000000.0,49000000.0,270000000.0,770000000,0.032571912,547000000,0.0231387479,-96000000,451000000,0.0190778342,106000000.0,342000000,0.014467005100000001,2.05,2.04,166822663,167065883,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
23,2021-12-31,ADEN.SW,EUR,0,2021-12-31,2021-12-30 19:00:00,2021,FY,20949000000,16668000000,4281000000,0.2043534298,0.0,3423000000.0,104000000.0,3423000000.0,70000000.0,3493000000,20161000000,5000000.0,32000000.0,186000000.0,971000000,0.047830445400000005,780000000,0.037233280800000004,-27000000,753000000,0.0359444365,165000000.0,586000000,0.0279726956,3.62,3.6,162096188,162727104,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
24,2023-12-31,ADEN.SW,EUR,0,2023-12-31,2023-12-30 19:00:00,2023,FY,23957000000,18988000000,4969000000,0.2074132821,0.0,4259000000.0,0.0,4259000000.0,78000000.0,4337000000,23325000000,16000000.0,77000000.0,257000000.0,841000000,0.0351045623,632000000,0.0263805986,-125000000,507000000,0.021162916900000002,180000000.0,325000000,0.013565972400000001,1.94,1.9300000000000002,167427593,168014727,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
25,2022-12-31,ADEN.SW,EUR,0,2022-12-31,2022-12-30 19:00:00,2022,FY,23640000000,18666000000,4974000000,0.2104060914,0.0,4326000000.0,157000000.0,4326000000.0,130000000.0,4456000000,23122000000,9000000.0,49000000.0,270000000.0,770000000,0.032571912,547000000,0.0231387479,-96000000,451000000,0.0190778342,106000000.0,342000000,0.014467005100000001,2.05,2.04,166822663,167065883,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
26,2021-12-31,ADEN.SW,EUR,0,2021-12-31,2021-12-30 19:00:00,2021,FY,20949000000,16668000000,4281000000,0.2043534298,0.0,3423000000.0,104000000.0,3423000000.0,70000000.0,3493000000,20161000000,5000000.0,32000000.0,186000000.0,971000000,0.047830445400000005,780000000,0.037233280800000004,-27000000,753000000,0.0359444365,165000000.0,586000000,0.0279726956,3.62,3.6,162096188,162727104,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
27,2020-12-31,ADEN.SW,EUR,0,2020-12-31,2020-12-30 19:00:00,2020,FY,19561000000,15772000000,3789000000,0.19370175350000002,0.0,3239000000.0,88000000.0,3239000000.0,81000000.0,3320000000,19092000000,11000000.0,30000000.0,209000000.0,307000000,0.0161545933,118000000,0.0060324114,-50000000,68000000,0.0034763049000000002,165000000.0,-97000000,-0.0049588467,-0.6000000000000001,-0.6000000000000001,161426423,162011135,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
28,2023-12-31,ADVN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,169758000,92559000,77199000,0.45475912770000004,805000.0,6563000.0,3351000.0,9914000.0,69547000.0,79461000,171450000,501000.0,470000.0,7318000.0,4114000,0.0242344985,-1692000,-0.0099671297,-1753000,-3445000,-0.0202935944,405000.0,-3850000,-0.0226793435,-5.27,-5.27,730000,730000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
29,2022-12-31,ADVN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,178365000,161445000,16920000,0.09486166010000001,776000.0,5546000.0,3299000.0,21805000.0,0.0,21805000,183250000,191000.0,239000.0,7732000.0,7439000,0.0159616517,-4885000,-0.027387660100000003,4353000,-532000,-0.0029826479,1816000.0,-2348000,-0.013164017600000001,-3.22,-3.22,729904,729904,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
30,2021-12-31,ADVN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,166591000,142945000,23646000,0.141940441,776000.0,5402000.0,2984000.0,19218000.0,0.0,19218000,162163000,109000.0,277000.0,7773000.0,17437000,0.0732392506,4428000,0.0265800674,143000,9387000,0.056347581800000004,3510000.0,5877000,0.0352780162,8.05,8.05,729904,729904,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
31,2020-12-31,ADVN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,134860000,114130000,20730000,0.1537149637,711000.0,4867000.0,2457000.0,16625000.0,0.0,16625000,130755000,105000.0,327000.0,8438000.0,15487000,0.0930075634,4105000,0.0304389738,-10000,6722000,0.049844283,2426000.0,4296000,0.0318552573,5.89,5.89,729904,729904,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
32,2023-12-31,AEVS.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,914363000,744276000,170087000,0.18601693200000002,0.0,26694000.0,16771000.0,207711000.0,0.0,207711000,951987000,1239000.0,35072000.0,61937000.0,49062000,0.0536570268,-37624000,-0.0411477717,-5935000,-43559000,-0.0476386293,-1699000.0,-39295000,-0.0429752735,-0.47000000000000003,-0.47000000000000003,84339528,84339528,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
33,2022-12-31,AEVS.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,1030550000,845136000,185414000,0.1799175198,0.0,153257000.0,17691000.0,212840000.0,0.0,212840000,1057976000,766000.0,25382000.0,66590000.0,128295000,0.0380030081,-27426000,-0.0266129737,-108121000,36323000,0.0352462277,4679000.0,58812000,0.0570685556,0.7000000000000001,0.6900000000000001,84411866,85511866,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
34,2021-12-31,AEVS.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,823256000,685696000,137560000,0.1670926176,0.0,140332000.0,12012000.0,182597000.0,0.0,182597000,868293000,1566000.0,21812000.0,61671000.0,86313000,0.0202051367,-45037000,-0.0547059481,-90606000,-17000,-2.0649700000000003e-05,818000.0,-4265000,-0.0051806485,-0.0509,-0.0509,83800232,83800232,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
35,2020-12-31,AEVS.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,696566000,584108000,112458000,0.1614462951,0.0,123782000.0,10231000.0,157234000.0,0.0,157234000,741342000,1123000.0,18563000.0,55750000.0,34477000,0.0157544296,-44776000,-0.0642810588,-34011000,-39836000,-0.0571891249,-3157000.0,-31795000,-0.0456453516,-0.4,-0.4,80185232,80185232,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
36,2023-12-31,AIRE.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,121020000,90685000,30335000,0.25066104780000004,395000.0,4613000.0,43228000.0,47841000.0,0.0,30335000,139862000,119000.0,5905000.0,6135000.0,-24301000,-0.20080152040000002,-18842000,-0.1556932738,-17499000,-36341000,-0.3002892084,-305000.0,-29287000,-0.2420013221,-0.47000000000000003,-0.47000000000000003,61978095,61978095,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
37,2022-12-31,AIRE.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,149722000,110089000,39633000,0.264710597,326000.0,2700000.0,18809000.0,46190000.0,568000.0,45948000,156037000,1000.0,3667000.0,5943000.0,5244000,-0.0024846048,-6315000,-0.042178170200000004,2660000,-4366000,-0.0291607112,227000.0,-2004000,-0.0133848065,-0.0323,-0.0323,62013345,62013345,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
38,2021-12-31,AIRE.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,143928000,104795000,39133000,0.2718928909,417000.0,2912000.0,19267000.0,46214000.0,-363000.0,46994000,151789000,124000.0,3602000.0,6940000.0,-326000,-0.0063990328,-7861000,-0.054617586600000004,-3133000,-10868000,-0.07550997720000001,335000.0,-8355000,-0.0580498583,-0.14,-0.13,61888888,62013345,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
39,2020-12-31,AIRE.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,101787000,84548000,17239000,0.16936347470000002,383000.0,2554000.0,14145000.0,35950000.0,-3000.0,36336000,120884000,7000.0,3427000.0,7671000.0,-11948000,-0.1122540207,-19097000,-0.18761727920000001,-3796000,-23046000,-0.22641398210000002,551000.0,-18525000,-0.18199770110000002,-0.30000000000000004,-0.30000000000000004,61956521,62013514,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
40,2024-12-31,ALC.SW,USD,0,2024-12-31,2024-12-31 00:00:00,2024,FY,9911000000,4399000000,5512000000,0.5561497326,876000000.0,0.0,0.0,3250000000.0,-27000000.0,4099000000,8498000000,84000000.0,192000000.0,1228000000.0,2676000000,0.2700030269,1413000000,0.1425688629,-157000000,1256000000,0.1267278781,238000000.0,1018000000,0.102714156,2.06,2.05,494600000,497550000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
41,2023-12-31,ALC.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,9455000000,4208000000,5247000000,0.5549444738,859000000.0,0.0,0.0,3209000000.0,140000000.0,4208000000,8416000000,34000000.0,189000000.0,1221000000.0,2242000000,0.23712321520000001,1039000000,0.10988894760000001,-207000000,832000000,0.0879957694,-142000000.0,974000000,0.1030142782,1.96,1.96,496938775,496500000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
42,2022-12-31,ALC.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,8717000000,3969000000,4748000000,0.5446828037,702000000.0,0.0,0.0,3068000000.0,306000000.0,4076000000,8045000000,16000000.0,134000000.0,1123000000.0,1720000000,0.1973155902,672000000,0.0770907422,-209000000,463000000,0.053114603600000004,128000000.0,335000000,0.0384306527,0.68,0.68,491400000,494400000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
43,2021-12-31,ALC.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,8291000000,3639000000,4652000000,0.5610903389,842000000.0,0.0,0.0,3076000000.0,154000000.0,4072000000,7711000000,3000000.0,120000000.0,1219000000.0,1757000000,0.21191653600000002,580000000,0.0699553733,-162000000,418000000,0.050416113900000004,42000000.0,376000000,0.0453503799,0.77,0.76,490000000,493400000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
44,2024-12-31,ALLN.SW,CHF,0,2024-12-31,2024-12-31 00:00:00,2024,FY,420000000,183100000,236900000,0.564047619,0.0,5800000.0,0.0,5800000.0,-80100000.0,-74300000,108800000,1600000.0,36200000.0,2400000.0,314800000,0.7495238095000001,311200000,0.740952381,-35000000,276200000,0.6576190476,64800000.0,211400000,0.5033333333,12.8,12.8,16511075,16511075,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
45,2023-12-31,ALLN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,428300000,199800000,228500000,0.5335045529,0.0,6600000.0,-500000.0,6100000.0,106300000.0,112400000,312200000,1300000.0,32799999.0,2200000.0,119200000,0.2783095961,116100000,0.2710716787,-31200000,84900000,0.19822554280000002,19700000.0,65200000,0.1522297455,3.95,3.95,16510917,16510917,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
46,2022-12-31,ALLN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,502000000,262399999,239600001,0.47729083860000004,0.36752988047808705,7400000.0,36000000.0,43400000.0,-55700000.0,55700000,318100000,2400000.0,18900000.0,1800000.0,185700000,0.36992031870000003,183900000,0.36633466140000004,-16200000,184500000,0.3675298805,29800000.0,154700000,0.3081673307,9.36,9.36,16521065,16522639,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
47,2021-12-31,ALLN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,552900000,324400000,228500000,0.4132754567,0.42032917344908605,5300000.0,32000000.0,37300000.0,-46200000.0,46200000,370600000,1400000.0,15700000.0,1500000.0,183800000,0.3324290107,182300000,0.3297160427,-14200000,232400000,0.42032917340000003,49800000.0,182600000,0.3302586363,11.43,11.43,15979265,15981591,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
48,2023-12-31,ALPN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,1375000,0,1375000,1.0,0.0,732000.0,0.0,732000.0,1263000.0,1995000,1995000,977000.0,102000.0,11000.0,-609000,-0.4429090909,-620000,-0.45090909090000003,0,-620000,-0.45090909090000003,-187000.0,-422000,-0.3069090909,-0.0483,-0.0483,8737059,8737059,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
49,2022-12-31,ALPN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,-28755000,0,-28755000,1.0,0.0,747000.0,0.0,747000.0,1382000.0,2129000,2129000,498000.0,103000.0,620000.0,-30781000,1.0318205529,-30781000,1.0704573118,-30264000,-30884000,1.0740392975,-909000.0,-29975000,1.0424274039,-3.39,-3.39,8849425,8849425,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
50,2021-12-31,ALPN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,28188000,0,28188000,1.0,0.0,776000.0,0.0,776000.0,1534000.0,2310000,2310000,359000.0,98000.0,-29622000.0,0,0.8851284234000001,24950000,0.8851284234000001,-3744000,25878000,0.9180502341000001,1830000.0,23120000,0.8202071804000001,2.6,2.6,8907062,8907062,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
