,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,distressed
380,2023-12-31,HOLN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,3044000000,1977000000.0,-122000000,0.0,152000000.0,-123000000.0,-83000000.0,308000000.0,50000000.0,419000000,5470000000.0,-1505000000.0,-1975000000.0,-251000000.0,159000000.0,103000000.0,-3469000000.0,-1688000000.0,0.0,-1609000000.0,-1414000000.0,-539000000.0,-5223000000.0,-483000000.0,-3705000000,6052000000,9757000000,5470000000.0,-1505000000.0,3965000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
381,2022-12-31,HOLN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,3528000000,2845000000.0,167000000,37000000.0,-325000000.0,-127000000.0,-825000000.0,672000000.0,-45000000.0,-1690000000,4562000000.0,-1549000000.0,3534000000.0,-255000000.0,236000000.0,115000000.0,2081000000.0,-1685000000.0,0.0,-895000000.0,-1330000000.0,-595000000.0,-3252000000.0,-248000000.0,3142000000,9757000000,6615000000,4562000000.0,-1549000000.0,3013000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
382,2021-12-31,HOLN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,2681000000,2337000000.0,61000000,40300000.0,-39000000.0,-112000000.0,-468000000.0,650000000.0,-109000000.0,-35300000,5045000000.0,-1532000000.0,-3200000000.0,-264000000.0,173000000.0,113000000.0,-4710000000.0,-1249000000.0,0.0,-211000000.0,-1222000000.0,-528000000.0,1114000000.0,65000000.0,1514000000,6615000000,5101000000,5045000000.0,-1532000000.0,3513000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
383,2023-12-31,HUBN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,64221000,32939999.0,-1903000,0.0,22629000.0,22706000.0,24455000.0,-12148000.0,-12384000.0,-394999,117492000.0,-44351000.0,-1442000.0,-55091000.0,0.0,-7934000.0,-108818000.0,0.0,0.0,-8959000.0,-38773000.0,-318000.0,-48050000.0,-3662000.0,-43038000,108100000,151138000,115661000.0,-52285000.0,63376000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
384,2022-12-31,HUBN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,84253000,32112000.0,957000,1018000.0,-32889000.0,-23242000.0,-28007000.0,15468000.0,2892000.0,3324000,88775000.0,-45960000.0,-5131000.0,-24000.0,12552000.0,-12552000.0,-51115000.0,0.0,0.0,-63140000.0,-38243000.0,-640000.0,-102023000.0,-4344000.0,-68707000,151138000,219845000,88775000.0,-45960000.0,42815000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
385,2021-12-31,HUBN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,86538000,33069000.0,-517000,1144000.0,-12381000.0,-21936000.0,-32799999.0,23973000.0,18381999.0,-4535000,103318000.0,-45787000.0,-862000.0,-88000.0,4972000.0,-4972000.0,-46737000.0,-629000.0,0.0,-15805000.0,-25315000.0,-533000.0,-42282000.0,1990000.0,16289000,219845000,203556000,103318000.0,-45787000.0,57531000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
386,2020-12-31,HUBN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,51863000,28148000.0,-6653000,1276000.0,13357000.0,9628000.0,8519000.0,2844000.0,-7634000.0,125000,88116000.0,-39251000.0,1414000.0,-80000.0,3442001.0,-3442001.0,-37917000.0,-749000.0,0.0,-1154000.0,-31157000.0,-451000.0,-33511000.0,-4768000.0,11920000,203556000,191636000,88116000.0,-39251000.0,48865000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
387,2023-12-31,HBLN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,21282000,6915000.0,0,0.0,-442883000.0,0.0,0.0,0.0,-442883000.0,9282000,-405404000.0,-1844000.0,0.0,0.0,0.0,-12282000.0,-14126000.0,-2737000.0,0.0,-4394000.0,-8279999.0,280982999.0,271046000.0,1186800000.0,1038316000,1038316000,0,-405404000.0,-1844000.0,-407248000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
388,2022-12-31,HBLN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,18030000,2139000.0,0,0.0,-432285000.0,0.0,0.0,0.0,-432285000.0,-6763000,-418879000.0,-961000.0,0.0,0.0,0.0,-14295000.0,-15256000.0,-34597000.0,0.0,-3080000.0,-8279999.0,320021999.0,343259000.0,99774000.0,8898000,8898000,0,-418879000.0,-961000.0,-419840000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
389,2021-12-31,HBLN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,18250000,14088000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-18250000,28176000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28176000,28176000,0,28176000.0,0.0,28176000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
390,2020-12-31,HBLN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,18077000,12676000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-18077000,25352000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25352000,25352000,0,25352000.0,0.0,25352000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
391,2023-12-31,IDIA.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,-297921000,19034000.0,0,23117000.0,-75069000.0,-12878000.0,-32960000.0,1198000.0,-30429000.0,-298457000,-629296000.0,-9131000.0,0.0,-50000000.0,370000000.0,321745000.0,632614000.0,-60000000.0,0.0,-197000.0,0.0,0.0,-197000.0,-4067000.0,-946000,145052000,145998000,-629296000.0,-9398000.0,-638694000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
392,2022-12-31,IDIA.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,-827896000,19829000.0,1166000,25849000.0,-64697000.0,-33896000.0,-42542000.0,892000.0,10849000.0,-13359000,-859108000.0,-27058000.0,0.0,-410111000.0,1181071000.0,-1000.0,743901000.0,-161950000.0,360000.0,0.0,0.0,0.0,162310000.0,-2457000.0,44646000,145998000,101352000,-859108000.0,-27058000.0,-886166000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
393,2021-12-31,IDIA.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,-634595000,18033000.0,265000,18726000.0,-841000.0,-6273000.0,0.0,15044000.0,-9612000.0,8517000,-589895000.0,-30931000.0,5404000.0,-1034428000.0,1012102000.0,-5404000.0,-53257000.0,-594564000.0,10000000.0,-418000.0,0.0,0.0,604146000.0,-452000.0,-39458000,101352000,140810000,-589895000.0,-30931000.0,-620826000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
394,2020-12-31,IDIA.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,-445119000,18925000.0,6669000,19270000.0,35517000.0,2730000.0,0.0,599000.0,32188000.0,71000,-364667000.0,-9286000.0,-1536000.0,-1299174000.0,702865000.0,-596329000.0,-607131000.0,0.0,850077000.0,0.0,0.0,-1000.0,850076000.0,-476000.0,-122197000,140810000,263007000,-364667000.0,-9286000.0,-373953000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
395,2023-12-31,IMPN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,140958000,103784000.0,-22746000,0.0,-170698000.0,-15126000.0,-8795000.0,-118696000.0,-28081000.0,-81669000,-30371000.0,-51641000.0,60461000.0,-10419000.0,5168000.0,14143000.0,17712000.0,-82440000.0,7507000.0,-16805000.0,-7341000.0,-82440000.0,-99079000.0,-18228000.0,-129966000,478809000,608775000,-30371000.0,-59768000.0,-90139000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
396,2022-12-31,IMPN.SW,CHF,0,2022-12-31,2022-12-31 00:00:00,2022,FY,105963000,94212000.0,2259000,4596000.0,-50907000.0,-51146000.0,7691000.0,-56330000.0,48878000.0,-27997000,128126000.0,-38715000.0,14317000.0,-4123000.0,179303000.0,20089000.0,170871000.0,-291518000.0,4466000.0,-5283000.0,0.0,-2000000.0,-294335000.0,-17800000.0,-13138000,608775000,621913000,128126000.0,-38715000.0,89411000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
397,2021-12-31,IMPN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,63956000,109959000.0,19546000,2456000.0,-200385000.0,73778000.0,-12727000.0,-243859000.0,-17577000.0,-64778000,-69246000.0,-47093000.0,47090000.0,-177307000.0,23910000.0,30152000.0,-123248000.0,-118084000.0,2770000.0,-3276000.0,0.0,110701000.0,107425000.0,-13008000.0,-98077000,621913000,719990000,-69246000.0,-47093000.0,-116339000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
398,2020-12-31,IMPN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,-132052000,141866000.0,-39720000,874000.0,-5557000.0,-54353000.0,-13694000.0,-3948000.0,66438000.0,-126944000,-161533000.0,-60888000.0,1010000.0,-6343000.0,5063000.0,29349000.0,-31809000.0,-19849000.0,2001000.0,-2289000.0,-13850000.0,18299000.0,4161000.0,-3146000.0,-192327000,719990000,912317000,-161533000.0,-60888000.0,-222421000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
399,2024-12-31,INA.SW,CHF,0,2024-12-31,2024-12-31 00:00:00,2024,FY,-17435000,0.0,0,328000.0,26819000.0,96000.0,0.0,0.0,26723000.0,-4956000,4756000.0,-35000.0,0.0,0.0,0.0,-17153000.0,-17188000.0,-11297000.0,0.0,0.0,-617000.0,21908000.0,9994000.0,0.0,-2438000,5977000,8415000,4756000.0,-309000.0,4447000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
400,2023-12-31,INA.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,-5488000,0.0,0,320000.0,1771000.0,5048000.0,0.0,0.0,-3277000.0,8424000,5027000.0,-2067000.0,0.0,0.0,0.0,-9640000.0,-11707000.0,910000.0,0.0,0.0,0.0,1588000.0,2498000.0,0.0,-4182000,8415000,12597000,5027000.0,-2067000.0,2960000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
401,2022-12-31,INA.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,19084000,0.0,1745000,311000.0,3527000.0,-424000.0,-121000.0,-3816000.0,7888000.0,-18249000,6107000.0,-240000.0,-78429000.0,240000.0,3237000.0,-108901000.0,-184093000.0,-101746000.0,35503000.0,-185000.0,0.0,245882000.0,179454000.0,0.0,1468000,12597000,11129000,6107000.0,-240000.0,5867000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
402,2021-12-31,INA.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,11979000,-2056000.0,2056000,256000.0,10796000.0,453000.0,13189000.0,486000.0,-3332000.0,-13676000,9355000.0,-155000.0,0.0,-36560000.0,0.0,-17700000.0,-54415000.0,-43000000.0,0.0,-159000.0,0.0,42230000.0,42071000.0,0.0,-2989000,11129000,14118000,9355000.0,-155000.0,9200000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
403,2023-12-31,IFCN.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,105676000,16897000.0,0,3483000.0,-3891000.0,276000.0,-14533000.0,0.0,10366000.0,-3910000,118255000.0,-21794000.0,0.0,0.0,0.0,-1156000.0,-22950000.0,6745000.0,0.0,-462000.0,-47819000.0,0.0,-41536000.0,1949000.0,55718000,101616000,45898000,118255000.0,-23433000.0,94822000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
404,2022-12-31,IFCN.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,88527000,14529000.0,-2573000,2573000.0,-56959000.0,-17159000.0,-48940000.0,17159000.0,-8019000.0,136000,46233000.0,-35308000.0,-5643000.0,0.0,0.0,391000.0,-40560000.0,-73973000.0,0.0,-816000.0,-54520000.0,0.0,-23057000.0,-2346000.0,-19730000,45898000,65628000,46233000.0,-35308000.0,10925000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
405,2021-12-31,IFCN.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,80311000,12410000.0,-2012000,2012000.0,-6524000.0,-20771000.0,-14804000.0,20771000.0,8280000.0,-1128000,85069000.0,-23665000.0,-5185000.0,0.0,0.0,-109000.0,-28959000.0,-63995000.0,1057000.0,0.0,-42259000.0,0.0,-48278000.0,-2301000.0,5531000,65628000,60097000,85069000.0,-23665000.0,61404000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
406,2020-12-31,IFCN.SW,USD,0,2020-12-31,2020-12-30 19:00:00,2020,FY,49299000,12576000.0,-1274000,1274000.0,-11106000.0,-10093000.0,-5305000.0,10093000.0,-5801000.0,-282000,50487000.0,-15600000.0,-1561000.0,-3000.0,1261000.0,331000.0,-15572000.0,-33121000.0,1472000.0,-746000.0,-45163000.0,11902000.0,-32535000.0,1549000.0,3929000,60097000,56168000,50487000.0,-15600000.0,34887000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
407,2023-12-31,INRN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,66349000,22443000.0,0,637000.0,29131000.0,10399000.0,25547000.0,-12017000.0,5202000.0,-5329000,113231000.0,-17489000.0,0.0,-1160000.0,5000.0,-3523000.0,-22167000.0,-2099000.0,8186000.0,0.0,-26280000.0,-2364000.0,-20458000.0,-9642000.0,60964000,140269000,79305000,113231000.0,-23811000.0,89420000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
408,2022-12-31,INRN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,82783000,24127000.0,773000,607000.0,-37320000.0,-25637000.0,18652000.0,-28642000.0,-1693000.0,836000,71806000.0,-26356000.0,3432000.0,-389000.0,183000.0,183000.0,-23130000.0,-12951000.0,4341000.0,0.0,-25401000.0,-13456000.0,-34011000.0,-3856000.0,10809000,79305000,68496000,71806000.0,-26356000.0,45450000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
409,2021-12-31,INRN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,80600000,23142000.0,-1217000,890000.0,-57467000.0,-9363000.0,-69071000.0,23207000.0,-2240000.0,1744000,47692000.0,-51141000.0,2398000.0,-31000.0,0.0,34000.0,-48740000.0,-15271000.0,0.0,-22501000.0,-22267000.0,-274000.0,-29497000.0,729000.0,-29816000,68496000,98312000,47692000.0,-51141000.0,-3449000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
410,2020-12-31,INRN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,71742000,21340000.0,93000,1388000.0,29852000.0,-4560000.0,937000.0,31771000.0,1704000.0,-1208000,123207000.0,-51312000.0,1825000.0,-59000.0,0.0,47000.0,-49499000.0,-4597000.0,0.0,-30814000.0,-18835000.0,-276000.0,-54246000.0,-4929000.0,14533000,98312000,83779000,123207000.0,-51312000.0,71895000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
411,2023-12-31,ISN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,82504000,127000.0,0,0.0,1331000.0,998000.0,0.0,0.0,333000.0,-2795000,81167000.0,-21000.0,0.0,0.0,0.0,-10173000.0,-10194000.0,-13600000.0,0.0,-626000.0,-92175000.0,-13600000.0,-106401000.0,0.0,-35428000,17301000,52729000,81167000.0,-21000.0,81146000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
412,2022-12-31,ISN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,145470000,131000.0,-1314000,600000.0,-3030000.0,-268000.0,0.0,0.0,-2762000.0,-136972000,4885000.0,-135000.0,-133817000.0,-63691000.0,197508000.0,133816999.0,133681999.0,-34000000.0,0.0,-36152000.0,-47387000.0,0.0,-117539000.0,1.0,21028000,52729000,31701000,4885000.0,-135000.0,4750000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
413,2021-12-31,ISN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,144237000,136000.0,12855000,1000000.0,-993000.0,72000.0,0.0,0.0,-1065000.0,-123889001,33345999.0,-74000.0,0.0,-66447000.0,116986000.0,-247000.0,50218000.0,-36180000.0,0.0,-1654000.0,-47500000.0,0.0,-85334000.0,2.0,-1769999,31701000,33470999,33345999.0,-74000.0,33271999.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
414,2020-12-31,ISN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,78356000,142000.0,68000,1000000.0,3244000.0,0.0,0.0,0.0,3244000.0,-37177000,45633000.0,-93000.0,-45833000.0,-27920000.0,73846000.0,45833000.0,45833000.0,-38850000.0,11958000.0,-1298000.0,-46960000.0,0.0,-75150000.0,-1.0,16315999,33470999,17155000,45633000.0,-93000.0,45540000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
415,2023-12-31,IREN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,-5393000,4083000.0,0,1665000.0,4858000.0,538000.0,7238000.0,-46000.0,-2872000.0,45299000,50512000.0,-5935000.0,-14676000.0,-52500000.0,1936000.0,-284000.0,-71459000.0,-78000000.0,0.0,0.0,-31869000.0,214631000.0,42762000.0,0.0,174000,3916000,3742000,50512000.0,-5935000.0,44577000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
416,2022-12-31,IREN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,151700000,3697000.0,-10947000,1436000.0,3982000.0,-3766000.0,697000.0,1649000.0,5402000.0,-97392000,52476000.0,-24632000.0,4423000.0,-21227000.0,377170000.0,-24782000.0,310952000.0,-329500000.0,0.0,-2972000.0,-31902000.0,-117000.0,-364491000.0,0.0,-1063000,3742000,4805000,52476000.0,-24632000.0,27844000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
417,2021-12-31,IREN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,200490000,3769000.0,-5770000,1528000.0,9293000.0,3938000.0,5250000.0,-642000.0,747000.0,-169712000,39598000.0,-4642000.0,-36035000.0,-71968000.0,7373000.0,-1000.0,-105273000.0,-88202000.0,0.0,-391000.0,-31868000.0,-4911000.0,55826000.0,0.0,-9849000,4805000,14654000,39598000.0,-4642000.0,34956000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
418,2020-12-31,IREN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,113397000,2707000.0,-1499000,1417000.0,12043000.0,5623000.0,9144000.0,-291000.0,-2433000.0,-81498000,46567000.0,-3165000.0,1397000.0,-46611000.0,80666000.0,-1000.0,32286000.0,-100000000.0,0.0,0.0,-29912000.0,-117000.0,-130029000.0,0.0,-51176000,14654000,65830000,46567000.0,-3165000.0,43402000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
419,2023-12-31,VBSN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,15148000,5522000.0,0,0.0,13897000.0,3764000.0,9370000.0,-857000.0,1620000.0,-742000,33825000.0,-2420000.0,-3335000.0,-54249000.0,75500000.0,4941000.0,20437000.0,0.0,0.0,0.0,-6000000.0,0.0,-6000000.0,-161000.0,48101000,87916000,39815000,33825000.0,-2420000.0,31405000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
420,2022-12-31,VBSN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,11225000,6111000.0,257000,0.0,1425000.0,-725000.0,383000.0,-785000.0,2552000.0,12050000,17719000.0,-2706000.0,28000.0,0.0,0.0,-482000.0,-2678000.0,0.0,0.0,0.0,-4560000.0,0.0,-4560000.0,-12000.0,10469000,39815000,29346000,17719000.0,-2706000.0,15013000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
421,2021-12-31,VBSN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,6209000,5537000.0,739000,0.0,-16846000.0,415000.0,-9195000.0,-500000.0,-7566000.0,22204000,-2511000.0,-6443000.0,23000.0,0.0,0.0,-1537000.0,-6420000.0,0.0,0.0,0.0,-8400000.0,0.0,-8400000.0,-11000.0,-17342000,29346000,46688000,-2511000.0,-6443000.0,-8954000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
422,2020-12-31,VBSN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,17825000,4219000.0,86000,0.0,8288000.0,-3804000.0,-2312000.0,185000.0,14219000.0,14839000,30888000.0,-11603000.0,0.0,0.0,0.0,-1608000.0,-11603000.0,0.0,0.0,0.0,-6000000.0,0.0,-6000000.0,7000.0,13292000,46688000,33396000,30888000.0,-11603000.0,19285000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
423,2023-12-31,BAER.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,454000000,236000000.0,0,0.0,-2196100000.0,0.0,0.0,0.0,-2196100000.0,577000000,-929100000.0,-239600000.0,-1500000.0,0.0,0.0,-1453300000.0,-1694400000.0,847300000.0,0.0,-232000000.0,-535600000.0,-400000.0,79300000.0,-147800000.0,-2692100000,16220300000,18912400000,-929100000.0,-239600000.0,-1168700000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
424,2022-12-31,BAER.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,949600000,279500000.0,-647400000,88400000.0,571000000.0,745900000.0,0.0,0.0,-174900000.0,671700000,1912800000.0,-196700000.0,45800000.0,-4352600000.0,1073000000.0,-1938300000.0,-5368800000.0,-2694100000.0,0.0,-226300000.0,-554100000.0,-1400000.0,-3475600000.0,44200000.0,-6887300000,18912400000,25799700000,1912800000.0,-196700000.0,1716100000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
425,2021-12-31,BAER.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,1082000000,237100000.0,-567500000,93300000.0,-1179100000.0,-1127300000.0,0.0,0.0,-51800000.0,654800000,320600000.0,-196800000.0,-18300000.0,-846800000.0,497400000.0,1329100000.0,764600000.0,-2455500000.0,0.0,-443000000.0,-385800000.0,-2600000.0,1624100000.0,27600000.0,2736900000,25799700000,23062800000,320600000.0,-196800000.0,123800000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
426,2020-12-31,BAER.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,698000000,410700000.0,-893000000,71600000.0,-2878900000.0,-2686200000.0,0.0,0.0,-192700000.0,950500000,-1641100000.0,-185500000.0,800000.0,-964800000.0,131500000.0,1761400000.0,743400000.0,-5712600000.0,0.0,-124200000.0,-331800000.0,-2800000.0,5253900000.0,140600000.0,4496800000,23062800000,18566000000,-1641100000.0,-185500000.0,-1826600000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
427,2023-12-31,JFN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,79146000,39766000.0,0,0.0,-25324000.0,-39343000.0,-482000.0,8042999.0,6458001.0,2742000,96330000.0,-36831000.0,73000.0,-22000000.0,50000.0,-621000.0,-59329000.0,-14691000.0,1124000.0,-41825000.0,-20991000.0,-6842000.0,-47003000.0,0.0,-10002000,31293000,41295000,96330000.0,-37452000.0,58878000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
