,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,distressed
0,2024-12-31,MMM.SW,USD,0,2024-12-31,2024-12-31 00:00:00,2024,FY,4188000000,1363000000.0,321000000,289000000.0,-71000000.0,114000000.0,41000000.0,46000000.0,-272000000.0,-4271000000,1819000000.0,-1181000000.0,0.0,-4153000000.0,2074000000.0,54000000.0,-3206000000.0,5506000000.0,0.0,-1801000000.0,-1982000000.0,-625000000.0,1098000000.0,-44000000.0,-333000000,5600000000,5933000000,1819000000.0,-1181000000.0,638000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
1,2023-12-31,MMM.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,-6995000000,1987000000.0,-3855000000,274000000.0,317000000.0,-170000000.0,567000000.0,138000000.0,-218000000.0,14952000000,6680000000.0,-1615000000.0,60000000.0,-1466000000.0,1660000000.0,154000000.0,-1207000000.0,-46000000.0,0.0,-33000000.0,-3311000000.0,243000000.0,-3147000000.0,-48000000.0,2278000000,5933000000,3655000000,6680000000.0,-1615000000.0,5065000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
2,2022-12-31,MMM.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,5791000000,1831000000.0,-663000000,263000000.0,-670000000.0,-105000000.0,-629000000.0,111000000.0,-47000000.0,-961000000,5591000000.0,-1749000000.0,491000000.0,-1250000000.0,1261000000.0,201000000.0,-1046000000.0,-1179000000.0,0.0,-1464000000.0,-3369000000.0,661000000.0,-5350000000.0,-104000000.0,-909000000,3655000000,4564000000,5591000000.0,-1749000000.0,3842000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
3,2021-12-31,MMM.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,5929000000,1915000000.0,-166000000,274000000.0,-751000000.0,-122000000.0,-903000000.0,518000000.0,-244000000.0,253000000,7454000000.0,-1603000000.0,0.0,-2202000000.0,2406000000.0,82000000.0,-1317000000.0,-1144000000.0,0.0,-2199000000.0,-3420000000.0,619000000.0,-6145000000.0,-62000000.0,-70000000,4564000000,4634000000,7454000000.0,-1603000000.0,5851000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
4,2024-12-31,ABBN.SW,USD,0,2024-12-31,2024-12-31 00:00:00,2024,FY,3952000000,802000000.0,0,0.0,-143000000.0,-179000000.0,-101000000.0,0.0,137000000.0,64000000,4675000000.0,-845000000.0,-665000000.0,-1563000000.0,2257000000.0,91000000.0,-725000000.0,-589000000.0,451000000.0,-1247000000.0,-1769000000.0,-172000000.0,-3326000000.0,-207000000.0,417000000,4326000000,3909000000,4675000000.0,-845000000.0,3830000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
5,2023-12-31,ABBN.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,3745000000,780000000.0,-25000000,0.0,-127000000.0,-661000000.0,-3000000.0,-106000000.0,643000000.0,-83000000,4290000000.0,-770000000.0,305000000.0,-2066000000.0,759000000.0,157000000.0,-1615000000.0,-346000000.0,482000000.0,-1258000000.0,-1713000000.0,-1099000000.0,-2897000000.0,-43000000.0,-265000000,3909000000,4174000000,4290000000.0,-770000000.0,3520000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
6,2022-12-31,ABBN.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,2637000000,814000000.0,-348000000,42000000.0,-1683000000.0,-831000000.0,-1599000000.0,395000000.0,352000000.0,-175000000,1287000000.0,-762000000.0,1253000000.0,-487000000.0,770000000.0,207000000.0,981000000.0,-2703000000.0,610000000.0,-3553000000.0,-1698000000.0,1711000000.0,-2394000000.0,-189000000.0,-315000000,4174000000,4489000000,1287000000.0,-762000000.0,525000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
7,2021-12-31,ABBN.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,4730000000,893000000.0,-289000000,59000000.0,308000000.0,-142000000.0,-771000000.0,659000000.0,562000000.0,117000000,3330000000.0,-820000000.0,2717000000.0,-1649000000.0,2353000000.0,-294000000.0,2307000000.0,-1538000000.0,826000000.0,-3708000000.0,-1726000000.0,687000000.0,-4968000000.0,-81000000.0,588000000,4489000000,3901000000,3330000000.0,-820000000.0,2510000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
8,2024-12-31,ABT.SW,USD,0,2024-12-31,2024-12-31 00:00:00,2024,FY,13402000000,3218000000.0,0,673000000.0,-9217000000.0,-691000000.0,-58000000.0,356000000.0,-8824000000.0,482000000,8558000000.0,-2207000000.0,1000000.0,-169000000.0,28000000.0,9000000.0,-2338000000.0,-537000000.0,0.0,-1295000000.0,-3836000000.0,264000000.0,-5404000000.0,-96000000.0,720000000,7616000000,6896000000,8558000000.0,-2207000000.0,6351000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
9,2023-12-31,ABT.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,5723000000,3243000000.0,0,644000000.0,-2475000000.0,-356000000.0,-232000000.0,-760000000.0,-1127000000.0,126000000,7261000000.0,-2202000000.0,-837000000.0,-159000000.0,43000000.0,22000000.0,-3133000000.0,-2498000000.0,0.0,-1227000000.0,-3556000000.0,167000000.0,-7091000000.0,-23000000.0,-2986000000,6896000000,9882000000,7261000000.0,-2202000000.0,5059000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
10,2022-12-31,ABT.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,6933000000,3267000000.0,0,685000000.0,-1519000000.0,-68000000.0,-1413000000.0,420000000.0,-458000000.0,215000000,9581000000.0,-1777000000.0,48000000.0,-185000000.0,152000000.0,22000000.0,-1740000000.0,-753000000.0,0.0,-3795000000.0,-3309000000.0,214000000.0,-7636000000.0,-122000000.0,83000000,9882000000,9799000000,9581000000.0,-1777000000.0,7804000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
11,2021-12-31,ABT.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,7071000000,3538000000.0,0,640000000.0,-771000000.0,-383000000.0,-456000000.0,1288000000.0,-1220000000.0,55000000,10533000000.0,-1885000000.0,-53000000.0,-173000000.0,77000000.0,26000000.0,-2008000000.0,-48000000.0,0.0,-2299000000.0,-3202000000.0,51000000.0,-5494000000.0,-70000000.0,2961000000,9799000000,6838000000,10533000000.0,-1885000000.0,8648000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
12,2023-12-31,ACLN.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,109974000,30128000.0,0,0.0,-9280000.0,-7067000.0,-17663000.0,0.0,15450000.0,14371000,145193000.0,-36203000.0,-92849000.0,0.0,0.0,89000.0,-128963000.0,110985000.0,0.0,0.0,-76212000.0,-15158000.0,19615000.0,8856000.0,44701000,234058000,189357000,145193000.0,-36203000.0,108990000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
13,2022-12-31,ACLN.SW,USD,0,2022-12-31,2022-12-31 00:00:00,2022,FY,129792000,22745000.0,-4997350,181000.0,-18248000.0,-28337758.0,-33632000.0,0.0,43721758.0,3929000,133388000.0,-34425000.0,0.0,0.0,0.0,338000.0,-34087000.0,-93129000.0,0.0,0.0,0.0,-181409000.0,28871000.0,-11998000.0,116174000,189357000,73183000,133388000.0,-34425000.0,98963000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
14,2021-12-31,ACLN.SW,USD,0,2021-12-31,2021-12-31 00:00:00,2021,FY,144305000,23511000.0,0,0.0,-3507000.0,-23239017.0,4154000.0,0.0,15578017.0,-1026000,163283000.0,-28855000.0,0.0,0.0,0.0,1092000.0,-27763000.0,-92136000.0,0.0,0.0,0.0,-158363000.0,-66227000.0,-478000.0,68815000,73183000,4368000,163283000.0,-28855000.0,134428000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
15,2020-12-31,ACLN.SW,USD,0,2020-12-31,2020-12-31 00:00:00,2020,FY,107000000,24000000.0,0,0.0,30000000.0,1000000.0,26000000.0,0.0,3000000.0,-10000000,151000000.0,-26000000.0,0.0,0.0,0.0,1000000.0,-25000000.0,0.0,0.0,0.0,0.0,-125000000.0,-125000000.0,-246960.0,1000000,4000000,3000000,151000000.0,-26000000.0,125000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
16,2023-12-31,ADXN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,-10556227,305952.0,0,0.0,213756.0,447048.0,0.0,-613205.0,379913.0,2044108,-7992411.0,-6842.0,0.0,0.0,0.0,0.0,-6842.0,-281793.0,2350512.0,-48051.0,0.0,3195877.0,5264596.0,-356948.0,-3091605,3865481,6957086,-7992411.0,-6842.0,-7999253.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
17,2022-12-31,ADXN.SW,CHF,0,2022-12-31,2022-12-31 00:00:00,2022,FY,-20804213,323144.0,0,3682073.0,157677.0,-252090.0,427388.0,-427388.0,409767.0,204134,-16437185.0,-581.0,0.0,0.0,3553.0,3553.0,2972.0,-288076.0,1675866.0,0.0,0.0,1714898.0,3102688.0,-196225.0,-13527750,6957086,20484836,-16437185.0,-581.0,-16437766.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
18,2021-12-31,ADXN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,-15351914,347613.0,-150591,1178344.0,-761567.0,-96412.0,-883837.0,883837.0,-665155.0,32930,-14705185.0,-31549.0,0.0,0.0,1236.0,1236.0,-30313.0,-309617.0,13958189.0,0.0,0.0,2754252.0,16402824.0,122470.0,1789796,20484836,18695040,-14705185.0,-31549.0,-14736734.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
19,2020-12-31,ADXN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,-12858599,378754.0,-27722,1176413.0,-1821544.0,49655.0,1535895.0,-1585550.0,-1821544.0,972631,-12180067.0,-59414.0,0.0,0.0,0.0,0.0,-59414.0,-367412.0,720013.0,0.0,0.0,-306202.0,46399.0,-648681.0,-12841763,18695040,31536803,-12180067.0,-59414.0,-12239481.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
20,2024-12-31,ADEN.SW,EUR,0,2024-12-31,2024-12-31 00:00:00,2024,FY,303000000,244000000.0,0,0.0,175000000.0,340000000.0,0.0,0.0,-165000000.0,-15000000,707000000.0,-144000000.0,9000000.0,-22000000.0,0.0,0.0,-157000000.0,-172000000.0,0.0,-20000000.0,-432000000.0,-10000000.0,-634000000.0,31000000.0,-53000000,593000000,646000000,707000000.0,-144000000.0,563000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
21,2023-12-31,ADEN.SW,EUR,0,2023-12-31,2023-12-30 19:00:00,2023,FY,325000000,257000000.0,0,19000000.0,172000000.0,184000000.0,0.0,0.0,-12000000.0,-210000000,563000000.0,-216000000.0,0.0,-41000000.0,6000000.0,42000000.0,-209000000.0,-186000000.0,0.0,0.0,-422000000.0,-12000000.0,-620000000.0,3000000.0,-263000000,646000000,909000000,563000000.0,-216000000.0,347000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
22,2022-12-31,ADEN.SW,EUR,0,2022-12-31,2022-12-30 19:00:00,2022,FY,345000000,270000000.0,0,21000000.0,-19000000.0,-389000000.0,0.0,0.0,370000000.0,-74000000,543000000.0,-215000000.0,-1245000000.0,0.0,1000000.0,13000000.0,-1446000000.0,-928000000.0,0.0,-5000000.0,-409000000.0,-46000000.0,-1383000000.0,40000000.0,-2246000000,909000000,3155000000,543000000.0,-215000000.0,328000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
23,2021-12-31,ADEN.SW,EUR,0,2021-12-31,2021-12-30 19:00:00,2021,FY,588000000,186000000.0,-3000000,21000000.0,-80000000.0,-170000000.0,0.0,0.0,90000000.0,10000000,722000000.0,-132000000.0,23000000.0,-23000000.0,132000000.0,-206000000.0,-206000000.0,-261000000.0,229000000.0,-93000000.0,-365000000.0,2000000.0,980000000.0,91000000.0,1587000000,3155000000,1568000000,722000000.0,-132000000.0,590000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
24,2023-12-31,ADEN.SW,EUR,0,2023-12-31,2023-12-30 19:00:00,2023,FY,325000000,257000000.0,0,19000000.0,172000000.0,184000000.0,0.0,0.0,-12000000.0,-210000000,563000000.0,-216000000.0,0.0,-41000000.0,6000000.0,42000000.0,-209000000.0,-186000000.0,0.0,0.0,-422000000.0,-12000000.0,-620000000.0,3000000.0,-263000000,646000000,909000000,563000000.0,-216000000.0,347000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
25,2022-12-31,ADEN.SW,EUR,0,2022-12-31,2022-12-30 19:00:00,2022,FY,345000000,270000000.0,0,21000000.0,-19000000.0,-389000000.0,0.0,0.0,370000000.0,-74000000,543000000.0,-215000000.0,-1245000000.0,0.0,1000000.0,13000000.0,-1446000000.0,-928000000.0,0.0,-5000000.0,-409000000.0,-46000000.0,-1383000000.0,40000000.0,-2246000000,909000000,3155000000,543000000.0,-215000000.0,328000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
26,2021-12-31,ADEN.SW,EUR,0,2021-12-31,2021-12-30 19:00:00,2021,FY,588000000,186000000.0,-3000000,21000000.0,-80000000.0,-170000000.0,0.0,0.0,90000000.0,10000000,722000000.0,-132000000.0,23000000.0,-23000000.0,132000000.0,-206000000.0,-206000000.0,-261000000.0,229000000.0,-93000000.0,-365000000.0,2000000.0,980000000.0,91000000.0,1587000000,3155000000,1568000000,722000000.0,-132000000.0,590000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
27,2020-12-31,ADEN.SW,EUR,0,2020-12-31,2020-12-30 19:00:00,2020,FY,-97000000,209000000.0,392000000,16000000.0,151000000.0,235000000.0,0.0,0.0,-84000000.0,49000000,720000000.0,-157000000.0,-31000000.0,31000000.0,24000000.0,-29000000.0,-162000000.0,-142000000.0,0.0,-46000000.0,-381000000.0,-3000000.0,-290000000.0,-116000000.0,152000000,1568000000,1416000000,720000000.0,-157000000.0,563000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
28,2023-12-31,ADVN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,-3850000,7318000.0,0,0.0,-311000.0,396000.0,6197000.0,1513000.0,-8417000.0,1302000,4459000.0,-6223000.0,0.0,0.0,0.0,42000.0,-6181000.0,-977000.0,0.0,0.0,0.0,977000.0,977000.0,-552000.0,-1297000,27304000,28601000,4459000.0,-6223000.0,-1764000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
29,2022-12-31,ADVN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,-2348000,7732000.0,235000,0.0,-4479000.0,-2007000.0,-11834000.0,2933000.0,6429000.0,26795000,1563000.0,-3081000.0,59000.0,0.0,0.0,-42000.0,-3022000.0,-339000.0,0.0,-5000.0,-1460000.0,-89000.0,-1804000.0,-82000.0,-3345000,28601000,31946000,1563000.0,-3081000.0,-1518000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
30,2021-12-31,ADVN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,5877000,7773000.0,885000,0.0,4982000.0,1245000.0,-3065000.0,-3695000.0,10497000.0,18837000,17293000.0,-3672000.0,41000.0,-22000.0,-19000.0,19000.0,-3653000.0,-536000.0,0.0,0.0,-985000.0,-157000.0,-1521000.0,-112000.0,12007000,31946000,19939000,17293000.0,-3672000.0,13621000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
31,2020-12-31,ADVN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,4296000,8438000.0,368000,0.0,-3727000.0,-1616000.0,-6601000.0,133000.0,4357000.0,21702000,6117000.0,-3438000.0,124000.0,-22000.0,756000.0,858000.0,-2580000.0,-341000.0,0.0,0.0,-1971000.0,0.0,-2312000.0,-776000.0,449000,19939000,19490000,6117000.0,-3438000.0,2679000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
32,2023-12-31,AEVS.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,-39295000,61937000.0,0,699000.0,24607000.0,-9088000.0,-1529000.0,-122000.0,35346000.0,-5275000,42673000.0,-86451000.0,154109000.0,-10265000.0,404000.0,-22233000.0,35564000.0,-3626000.0,20000.0,-4027000.0,-63185000.0,-2135000.0,-72953000.0,-5000.0,5279000,80706000,75427000,42673000.0,-108733000.0,-66060000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
33,2022-12-31,AEVS.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,58812000,66590000.0,-120631000,530000.0,54018000.0,-12349000.0,-670000.0,26098000.0,40939000.0,54981000,114300000.0,-74019000.0,-17899000.0,-33775000.0,68876000.0,11186000.0,-56817000.0,48405000.0,0.0,-1249000.0,-84416000.0,-8196000.0,-45456000.0,-18000.0,12009000,75427000,63418000,114300000.0,-74019000.0,40281000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
34,2021-12-31,AEVS.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,-4265000,61671000.0,0,0.0,-28714000.0,-4058000.0,-645000.0,9905000.0,-33916000.0,4842000,33534000.0,-57599000.0,93545000.0,-125121000.0,110806000.0,-25468000.0,21631000.0,-149501000.0,0.0,-1914000.0,0.0,94109000.0,-57306000.0,0.0,-2141000,63418000,65559000,33534000.0,-57599000.0,-24065000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
35,2020-12-31,AEVS.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,-31795000,55750000.0,0,0.0,12020000.0,1352000.0,-2116000.0,8026999.0,4757001.0,-12205000,23770000.0,-307229000.0,38696000.0,-34969000.0,6362000.0,-1642000.0,-297140000.0,305178000.0,0.0,-6347000.0,0.0,-216000.0,298713000.0,-20000.0,25323000,65559000,40236000,23770000.0,-307229000.0,-283459000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
36,2023-12-31,AIRE.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,-29287000,6135000.0,0,0.0,26555000.0,14501000.0,1182000.0,1073000.0,9799000.0,-146000,3257000.0,-4664000.0,0.0,0.0,0.0,-1101000.0,-5765000.0,651000.0,0.0,-43000.0,0.0,-7815000.0,608000.0,-86000.0,-1986000,899000,2885000,3257000.0,-5744000.0,-2487000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
37,2022-12-31,AIRE.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,-2004000,5943000.0,-16241000,22000.0,-557000.0,-9862000.0,-11254000.0,16783000.0,3776000.0,9916000,-2921000.0,-6160000.0,7717000.0,0.0,0.0,7333000.0,1557000.0,-1581000.0,0.0,0.0,0.0,-3358000.0,-1581000.0,-431000.0,-3556000,2997000,6553000,-2921000.0,-6160000.0,-9081000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
38,2021-12-31,AIRE.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,-8355000,6940000.0,-14718000,300000.0,2730000.0,-2380000.0,3526000.0,-1300000.0,2884000.0,12719000,-384000.0,-3404000.0,-68000.0,0.0,0.0,-13000.0,-3472000.0,-5229000.0,0.0,0.0,0.0,0.0,5229000.0,-339000.0,1623000,6553000,4930000,-384000.0,-3404000.0,-3788000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
39,2020-12-31,AIRE.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,-18525000,7671000.0,-16153000,830000.0,3759000.0,15038000.0,-5030000.0,-9989000.0,3740000.0,13043000,-9375000.0,-1376000.0,2000.0,0.0,0.0,74000.0,-1300000.0,-12991000.0,0.0,0.0,0.0,0.0,12991000.0,-4000.0,-1150000,4930000,6080000,-9375000.0,-1376000.0,-10751000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
40,2024-12-31,ALC.SW,USD,0,2024-12-31,2024-12-31 00:00:00,2024,FY,1018000000,1228000000.0,238000000,150000000.0,-189000000.0,-55000000.0,-47000000.0,-15000000.0,-72000000.0,-368000000,2077000000.0,-473000000.0,-220000000.0,-278000000.0,9000000.0,-205000000.0,-1167000000.0,-137000000.0,0.0,0.0,-130000000.0,-55000000.0,-322000000.0,-6000000.0,582000000,1676000000,1094000000,2077000000.0,-670000000.0,1407000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
41,2023-12-31,ALC.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,974000000,1221000000.0,-142000000,144000000.0,-404000000.0,-110000000.0,-271000000.0,-51000000.0,28000000.0,-405000000,1388000000.0,-660000000.0,-10000000.0,-233000000.0,2000000.0,-193000000.0,-1094000000.0,-7000000.0,0.0,-49000000.0,-116000000.0,38000000.0,-211000000.0,31000000.0,114000000,1094000000,980000000,1388000000.0,-851000000.0,537000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
42,2022-12-31,ALC.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,335000000,1123000000.0,128000000,140000000.0,-527000000.0,-164000000.0,-217000000.0,-48000000.0,-98000000.0,18000000,1217000000.0,-745000000.0,-666000000.0,-50000000.0,81000000.0,-485000000.0,-1865000000.0,-2336000000.0,0.0,-50000000.0,-100000000.0,-66000000.0,-8000000.0,61000000.0,-595000000,980000000,1575000000,1217000000.0,-745000000.0,472000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
43,2021-12-31,ALC.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,376000000,1219000000.0,42000000,138000000.0,-314000000.0,-198000000.0,-326000000.0,60000000.0,150000000.0,-116000000,1345000000.0,-1180000000.0,480000000.0,-19000000.0,1000000.0,-480000000.0,-1198000000.0,-72000000.0,0.0,-22000000.0,-54000000.0,16000000.0,-123000000.0,-6000000.0,18000000,1575000000,1557000000,1345000000.0,-1180000000.0,165000000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
44,2024-12-31,ALLN.SW,CHF,0,2024-12-31,2024-12-31 00:00:00,2024,FY,276200000,2400000.0,0,100000.0,-49200000.0,-16800000.0,-29800000.0,0.0,-2600000.0,-144400000,85100000.0,-3400000.0,0.0,-8900000.0,11200000.0,15500000.0,14400000.0,7800000.0,0.0,0.0,-115600000.0,0.0,-107800000.0,0.0,-8300000,4300000,12600000,85100000.0,-3600000.0,81500000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
45,2023-12-31,ALLN.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,65200000,2200000.0,0,200000.0,-102500000.0,-4300000.0,-100100000.0,-9800000.0,11700000.0,59900000,25000000.0,-6600000.0,0.0,-7600000.0,11600000.0,8900000.0,6300000.0,83500000.0,100000.0,-800000.0,-115600000.0,1.0,-32799999.0,-1.0,-1500000,12600000,14100000,25000000.0,-6600000.0,18400000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
46,2022-12-31,ALLN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,154700000,1800000.0,-18800000,100000.0,13800000.0,26800000.0,27800000.0,-41900000.0,1100000.0,8000000,159600000.0,-4700000.0,-4300000.0,-50900000.0,72500000.0,21500000.0,12600000.0,-116100000.0,200000.0,0.0,-115600000.0,0.0,-231500000.0,0.0,-59300000,14100000,73400000,159600000.0,-4700000.0,154900000.0,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
