date,symbol,currency_balance_sheet,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory_balance_sheet,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,currency_cash_flow_statement,netIncome_cash_flow_statement,depreciationAndAmortization_cash_flow_statement,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cash_flow_statement,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,currency_income_statement,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization_income_statement,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome_income_statement,netIncomeRatio_income_statement,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,distressed,year,marketcap,z_score
2022-12-31,IMPN.SW,CHF,608775000.0,265000.0,609040000.0,881811000.0,223834000.0,237846000.0,1834590000.0,411167000.0,229494000.0,11121000.0,240615000.0,209923000.0,51099000.0,6032000.0,918836000.0,0.0,2753426000.0,695681000.0,23035000.0,22377000.0,454392000.0,261067000.0,1600011000.0,432381000.0,-432381000.0,54036000.0,43419000.0,670745000.0,0.0,140909000.0,2270756000.0,0.0,18841000.0,104751000.0,65244000.0,0.0,476198000.0,482670000.0,2753426000.0,6472000.0,2753426000.0,210188000.0,645950000.0,37175000.0,CHF,105963000.0,94212000.0,2259000.0,4596000.0,-50907000.0,-51146000.0,7691000.0,-56330000.0,48878000.0,-27997000.0,128126000.0,-38715000.0,14317000.0,-4123000.0,179303000.0,20089000.0,170871000.0,-291518000.0,4466000.0,-5283000.0,0.0,-2000000.0,-294335000.0,-17800000.0,-13138000.0,608775000.0,621913000.0,128126000.0,-38715000.0,89411000.0,CHF,3563266000.0,2125762000.0,1437504000.0,0.4034231517,0.0,63249000.0,15632000.0,78881000.0,1233015000.0,1311896000.0,3437658000.0,1719000.0,19401000.0,94212000.0,202219000.0,0.0664547637,142584000.0,0.040014975,22497000.0,123183000.0,0.034570251,17220000.0,104751000.0,0.0293974685,5.68,5.59,18437385.0,18723649.0,0.0,2022.0,760000000.0,2.48
2021-12-31,IMPN.SW,CHF,621913000.0,174982000.0,796895000.0,0.0,228130000.0,185345999.0,2082698000.0,368385000.0,238644000.0,14700000.0,253344000.0,32484000.0,70084000.0,180841000.0,905138000.0,0.0,2987836000.0,679361000.0,185645000.0,15613000.0,518220000.0,454994000.0,1889088000.0,509468000.0,-509468000.0,57328000.0,51769000.0,752830000.0,0.0,134265000.0,2641918000.0,0.0,18841000.0,61157000.0,31292000.0,0.0,333956000.0,345918000.0,2987836000.0,11962000.0,2987836000.0,207466000.0,880246000.0,258333000.0,CHF,63956000.0,109959000.0,19546000.0,2456000.0,-200385000.0,73778000.0,-12727000.0,-243859000.0,-17577000.0,-64778000.0,-69246000.0,-47093000.0,47090000.0,-177307000.0,23910000.0,30152000.0,-123248000.0,-118084000.0,2770000.0,-3276000.0,0.0,110701000.0,107425000.0,-13008000.0,-98077000.0,621913000.0,719990000.0,-69246000.0,-47093000.0,-116339000.0,CHF,3764670000.0,2258492000.0,1506178000.0,0.4000823445,0.0,86226000.0,6457000.0,92683000.0,1322806000.0,1415489000.0,3673981000.0,1388000.0,15481000.0,109959000.0,198578000.0,0.0573564217,105969000.0,0.0281482839,-201000.0,90488000.0,0.0240361041,26532000.0,61157000.0,0.016244983,3.31,3.04,18454206.0,21099709.0,0.0,2021.0,410000000.0,2.31
2020-12-31,IMPN.SW,CHF,719990000.0,24843000.0,719990000.0,923694000.0,223957000.0,220321000.0,1950832000.0,428508000.0,251823000.0,14853000.0,266676000.0,186587000.0,79557000.0,31051000.0,992379000.0,0.0,2943211000.0,935416000.0,69919000.0,11679000.0,324303000.0,528625000.0,1915004000.0,489545000.0,-489545000.0,49151000.0,69852000.0,725180000.0,0.0,116632000.0,2640184000.0,0.0,18841000.0,-134702000.0,29513000.0,0.0,278742000.0,303027000.0,2943211000.0,24285000.0,2943211000.0,211430000.0,732837000.0,12847000.0,CHF,-132052000.0,141866000.0,-39720000.0,874000.0,-5557000.0,-54353000.0,-13694000.0,-3948000.0,66438000.0,-126944000.0,-161533000.0,-60888000.0,1010000.0,-6343000.0,5063000.0,29349000.0,-31809000.0,-19849000.0,2001000.0,-2289000.0,-13850000.0,18299000.0,4161000.0,-3146000.0,-192327000.0,719990000.0,912317000.0,-161533000.0,-60888000.0,-222421000.0,CHF,3988946000.0,2720370000.0,1268576000.0,0.3180228562,0.0,101907000.0,25919000.0,127826000.0,1369802000.0,1497628000.0,4217998000.0,1457000.0,14525000.0,101945000.0,-54041000.0,-0.0296970678,-260326000.0,-0.0652618511,-210614000.0,-163749000.0,-0.0410506936,-31697000.0,-132052000.0,-0.0331044842,-7.15,-7.15,18461875.0,18461875.0,0.0,2020.0,500000000.0,2.02
2023-12-31,ISN.SW,CHF,17301000.0,0.0,17301000.0,0.0,3070000.0,7011000.0,27382000.0,147000.0,0.0,0.0,0.0,0.0,239000.0,1372219000.0,1372605000.0,0.0,1399987000.0,4539000.0,86400000.0,5758000.0,0.0,14059000.0,110756000.0,294911000.0,0.0,124391000.0,2615000.0,421917000.0,0.0,0.0,532673000.0,0.0,19000000.0,877191000.0,6889999.0,1.0,867314000.0,867314000.0,1399987000.0,0.0,1399987000.0,0.0,381311000.0,364010000.0,CHF,82504000.0,127000.0,0.0,0.0,1331000.0,998000.0,0.0,0.0,333000.0,-2795000.0,81167000.0,-21000.0,0.0,0.0,0.0,-10173000.0,-10194000.0,-13600000.0,0.0,-626000.0,-92175000.0,-13600000.0,-106401000.0,0.0,-35428000.0,17301000.0,52729000.0,81167000.0,-21000.0,81146000.0,CHF,168106000.0,64720000.0,103386000.0,0.6150048184,0.0,2492000.0,0.0,2492000.0,0.0,-1787000.0,79300000.0,213000.0,6166000.0,127000.0,93303000.0,0.5550248058,93176000.0,0.5542693301,6052000.0,99228000.0,0.5902704246,16724000.0,82504000.0,0.4907855758,8.95,8.95,9217065.0,9217065.0,0.0,2023.0,1340000000.0,2.75
2022-12-31,ISN.SW,CHF,52729000.0,0.0,52729000.0,7230000.0,69621000.0,0.0,52729000.0,253000.0,0.0,1184000.0,1184000.0,1184000.0,203000.0,1322540000.0,1325364000.0,78246000.0,1456339000.0,24381000.0,100012000.0,10760000.0,0.0,22120000.0,17616000.0,294875000.0,-182647000.0,123389000.0,-123389000.0,294875000.0,265043000.0,0.0,577534000.0,0.0,19000000.0,886862000.0,8732000.0,0.0,878805000.0,878805000.0,1456339000.0,0.0,1456339000.0,1184000.0,394887000.0,342158000.0,CHF,145470000.0,131000.0,-1314000.0,600000.0,-3030000.0,-268000.0,0.0,0.0,-2762000.0,-136972000.0,4885000.0,-135000.0,-133817000.0,-63691000.0,197508000.0,133816999.0,133681999.0,-34000000.0,0.0,-36152000.0,-47387000.0,0.0,-117539000.0,1.0,21028000.0,52729000.0,31701000.0,4885000.0,-135000.0,4750000.0,CHF,233643000.0,26880000.0,206763000.0,0.8849526842000001,0.7944299636625101,2580000.0,11303000.0,13883000.0,-13531000.0,13531000.0,40411000.0,96000.0,6115000.0,131000.0,193363000.0,0.8276002277000001,193232000.0,0.8270395432000001,-7619000.0,185613000.0,0.7944299637000001,40143000.0,145470000.0,0.622616556,78.18,78.18,1860646.0,1860646.0,0.0,2022.0,1200000000.0,2.74
2021-12-31,ISN.SW,CHF,31701000.0,0.0,31701000.0,6196000.0,45068000.0,0.0,31701000.0,249000.0,0.0,0.0,0.0,0.0,155000.0,1342071000.0,1342475000.0,52555000.0,1426731000.0,21664000.0,34000000.0,12255000.0,0.0,20351000.0,19016000.0,394892000.0,-181666000.0,124655000.0,-118218000.0,401329000.0,196650000.0,0.0,616995000.0,0.0,19000000.0,788779000.0,2588000.0,2588000.0,809736000.0,809736000.0,1426731000.0,0.0,1426731000.0,0.0,428892000.0,397191000.0,CHF,144237000.0,136000.0,12855000.0,1000000.0,-993000.0,72000.0,0.0,0.0,-1065000.0,-123889001.0,33345999.0,-74000.0,0.0,-66447000.0,116986000.0,-247000.0,50218000.0,-36180000.0,0.0,-1654000.0,-47500000.0,0.0,-85334000.0,2.0,-1769999.0,31701000.0,33470999.0,33345999.0,-74000.0,33271999.0,CHF,186577000.0,9557000.0,177020000.0,0.9487771805,1.003821478531651,2249000.0,11746000.0,13995000.0,-14214000.0,14214000.0,23771000.0,169000.0,7966000.0,136000.0,162942000.0,0.8733230784,162806000.0,0.8725941568000001,24484000.0,187290000.0,1.0038214785,43053000.0,144237000.0,0.7730695638,75.92,75.92,1899971.0,1899971.0,0.0,2021.0,1270000000.0,2.54
2020-12-31,ISN.SW,CHF,33470999.0,0.0,33470999.0,0.0,54485000.0,0.0,33470999.0,309000.0,0.0,3000.0,3000.0,1277234000.0,161000.0,1444000.0,1279151000.0,65698001.0,1378320000.0,31127000.0,156000000.0,18222000.0,0.0,28625000.0,24316000.0,309094000.0,-193296000.0,111806000.0,-102508000.0,318392000.0,324980000.0,0.0,667688000.0,0.0,19000000.0,692042000.0,-410000.0,0.0,710632000.0,710632000.0,1378320000.0,0.0,1378320000.0,1277234000.0,465094000.0,431623001.0,CHF,78356000.0,142000.0,68000.0,1000000.0,3244000.0,0.0,0.0,0.0,3244000.0,-37177000.0,45633000.0,-93000.0,-45833000.0,-27920000.0,73846000.0,45833000.0,45833000.0,-38850000.0,11958000.0,-1298000.0,-46960000.0,0.0,-75150000.0,-1.0,16315999.0,33470999.0,17155000.0,45633000.0,-93000.0,45540000.0,CHF,117758000.0,9857000.0,107901000.0,0.9162944343,0.838745562934153,2280000.0,11149000.0,13429000.0,-13649000.0,13649000.0,23506000.0,78000.0,8932000.0,142000.0,94394000.0,0.8015930977,94252000.0,0.8003872348000001,4517000.0,98769000.0,0.8387455629,20413000.0,78356000.0,0.6653985292,41.67,41.67,1880392.0,1880392.0,0.0,2020.0,1320000000.0,2.23
2023-12-31,IREN.SW,CHF,3916000.0,1000.0,3916000.0,15021000.0,0.0,15615000.0,40218000.0,23269000.0,0.0,8375999.0,8375999.0,22279000.0,0.0,1519554001.0,1573478000.0,0.0,1613696000.0,8244000.0,282000000.0,0.0,0.0,14166000.0,323752000.0,115000000.0,0.0,140839000.0,755000.0,256594000.0,0.0,0.0,580346000.0,0.0,1280000.0,1036789000.0,-1004999.0,-1.0,1032933000.0,1033350000.0,1613696000.0,417000.0,1613696000.0,22280000.0,397000000.0,393084000.0,CHF,-5393000.0,4083000.0,0.0,1665000.0,4858000.0,538000.0,7238000.0,-46000.0,-2872000.0,45299000.0,50512000.0,-5935000.0,-14676000.0,-52500000.0,1936000.0,-284000.0,-71459000.0,-78000000.0,0.0,0.0,-31869000.0,214631000.0,42762000.0,0.0,174000.0,3916000.0,3742000.0,50512000.0,-5935000.0,44577000.0,CHF,231530000.0,25493000.0,206037000.0,0.8898933184000001,0.0,0.0,0.0,133823000.0,73701000.0,207524000.0,233017000.0,283000.0,3056000.0,4083000.0,50062000.0,0.2162225198,-1487000.0,-0.0064224938,-2713000.0,-4200000.0,-0.0181401978,1202000.0,-5393000.0,-0.0232928778,-0.42,-0.42,12743933.0,12743933.0,0.0,2023.0,1470000000.0,2.69
2022-12-31,IREN.SW,CHF,3742000.0,0.0,3742000.0,28989000.0,16356000.0,20985000.0,46010000.0,6121000.0,0.0,7279000.0,7279000.0,18258000.0,7573000.0,8438000.0,47669000.0,1503679000.0,1597358000.0,8289999.0,204000000.0,0.0,-204000000.0,35514001.0,269072000.0,115000000.0,-208684000.0,142636000.0,-142636000.0,115000000.0,143611999.0,0.0,527683999.0,0.0,1280000.0,1068314000.0,4690000.0,1000.0,1068806000.0,1069674000.0,1597358000.0,868000.0,1597358000.0,18258000.0,319000000.0,315258000.0,CHF,151700000.0,3697000.0,-10947000.0,1436000.0,3982000.0,-3766000.0,697000.0,1649000.0,5402000.0,-97392000.0,52476000.0,-24632000.0,4423000.0,-21227000.0,377170000.0,-24782000.0,310952000.0,-329500000.0,0.0,-2972000.0,-31902000.0,-117000.0,-364491000.0,0.0,-1063000.0,3742000.0,4805000.0,52476000.0,-24632000.0,27844000.0,CHF,227548000.0,29101000.0,198447000.0,0.8721104998,0.7820811433192111,11431000.0,113988000.0,125419000.0,-148620000.0,148620000.0,177721000.0,257000.0,2158000.0,3697000.0,53524000.0,0.2352207007,49827000.0,0.2189735792,-2438000.0,177961000.0,0.7820811433,26136000.0,151700000.0,0.6666725262000001,11.9,11.9,12751729.0,12751729.0,0.0,2022.0,1390000000.0,2.8
2021-12-31,IREN.SW,CHF,4805000.0,0.0,4805000.0,26569000.0,16904000.0,18657000.0,51841000.0,6213000.0,0.0,6339000.0,6339000.0,17046000.0,-7566001.0,15890000.0,37921999.0,1730774001.0,1820537000.0,6534000.0,393500000.0,0.0,-393500000.0,11289000.0,431786000.0,255000000.0,-204059000.0,164634000.0,-164634000.0,255000000.0,165773000.0,0.0,852559000.0,0.0,1280000.0,949311000.0,20142000.0,1000.0,967118000.0,967978000.0,1820537000.0,860000.0,1820537000.0,17046000.0,648500000.0,643695000.0,CHF,200490000.0,3769000.0,-5770000.0,1528000.0,9293000.0,3938000.0,5250000.0,-642000.0,747000.0,-169712000.0,39598000.0,-4642000.0,-36035000.0,-71968000.0,7373000.0,-1000.0,-105273000.0,-88202000.0,0.0,-391000.0,-31868000.0,-4911000.0,55826000.0,0.0,-9849000.0,4805000.0,14654000.0,39598000.0,-4642000.0,34956000.0,CHF,215997000.0,28614000.0,187383000.0,0.8675259379,1.082968744936272,9832000.0,107365000.0,117197000.0,-137478000.0,137478000.0,166092000.0,185000.0,4315000.0,3769000.0,53674000.0,0.248494192,49905000.0,0.2310448756,-1163000.0,233918000.0,1.0829687449,33238000.0,200490000.0,0.9282073362,15.74,15.74,12740405.0,12740405.0,0.0,2021.0,1450000000.0,1.99
2020-12-31,IREN.SW,CHF,14654000.0,0.0,14654000.0,9570000.0,21501000.0,24823000.0,52524000.0,4570000.0,0.0,3450000.0,3450000.0,13589000.0,9000.0,-425000.0,21193000.0,1482269000.0,1555986000.0,6314000.0,240000000.0,0.0,-240000000.0,9887000.0,275262000.0,320000000.0,-174034000.0,137752000.0,-137752000.0,320000000.0,138772000.0,0.0,734034000.0,0.0,1280000.0,788064000.0,35824000.0,0.0,820818000.0,821952000.0,1555986000.0,1134000.0,1555986000.0,13589000.0,560000000.0,545346000.0,CHF,113397000.0,2707000.0,-1499000.0,1417000.0,12043000.0,5623000.0,9144000.0,-291000.0,-2433000.0,-81498000.0,46567000.0,-3165000.0,1397000.0,-46611000.0,80666000.0,-1000.0,32286000.0,-100000000.0,0.0,0.0,-29912000.0,-117000.0,-130029000.0,0.0,-51176000.0,14654000.0,65830000.0,46567000.0,-3165000.0,43402000.0,CHF,178689000.0,24439000.0,154250000.0,0.8632316483,0.742474354884743,9037000.0,83905000.0,92942000.0,-111435000.0,111435000.0,135874000.0,362000.0,3825000.0,2707000.0,45522000.0,0.254755469,42815000.0,0.2396062432,-3544000.0,132672000.0,0.7424743549,19076000.0,113397000.0,0.6346053758,8.91,8.91,12724434.0,12724434.0,0.0,2020.0,1310000000.0,2.03
2023-12-31,VBSN.SW,CHF,87916000.0,0.0,87916000.0,0.0,17658000.0,0.0,147731000.0,38213000.0,0.0,2695000.0,2695000.0,0.0,0.0,234000.0,41142000.0,0.0,188873000.0,11234000.0,0.0,2547000.0,0.0,19168999.0,33436999.0,0.0,0.0,2601000.0,605000.0,4060000.0,1.0,854000.0,37497000.0,0.0,4200000.0,139336000.0,7840000.0,0.0,151376000.0,151376000.0,188873000.0,0.0,188873000.0,234000.0,1341000.0,-86575000.0,CHF,15148000.0,5522000.0,0.0,0.0,13897000.0,3764000.0,9370000.0,-857000.0,1620000.0,-742000.0,33825000.0,-2420000.0,-3335000.0,-54249000.0,75500000.0,4941000.0,20437000.0,0.0,0.0,0.0,-6000000.0,0.0,-6000000.0,-161000.0,48101000.0,87916000.0,39815000.0,33825000.0,-2420000.0,31405000.0,CHF,147953000.0,102968000.0,44985000.0,0.3040492589,0.0,0.0,0.0,29675000.0,0.0,63247000.0,131459000.0,1072000.0,19000.0,5522000.0,23367000.0,0.1579352903,16814000.0,0.1136441978,1093000.0,17907000.0,0.121031679,2759000.0,15148000.0,0.1023838651,6.31,6.31,2400634.0,2400634.0,0.0,2023.0,310000000.0,8.03
2022-12-31,VBSN.SW,CHF,39815000.0,0.0,39815000.0,17993000.0,26567000.0,47162000.0,131537000.0,45101000.0,0.0,3683000.0,3683000.0,0.0,0.0,-1.0,48783999.0,1.0,180321000.0,11853000.0,0.0,706000.0,2619000.0,12810000.0,32408000.0,0.0,0.0,3047000.0,689000.0,4240000.0,0.0,504000.0,36648000.0,0.0,4200000.0,131633000.0,7840000.0,0.0,143673000.0,143673000.0,180321000.0,0.0,180321000.0,0.0,931000.0,-38884000.0,CHF,11225000.0,6111000.0,257000.0,0.0,1425000.0,-725000.0,383000.0,-785000.0,2552000.0,12050000.0,17719000.0,-2706000.0,28000.0,0.0,0.0,-482000.0,-2678000.0,0.0,0.0,0.0,-4560000.0,0.0,-4560000.0,-12000.0,10469000.0,39815000.0,29346000.0,17719000.0,-2706000.0,15013000.0,CHF,150649000.0,106732000.0,43917000.0,0.2915186958,0.0,0.0,0.0,33879000.0,66000.0,33879000.0,140611000.0,343000.0,343000.0,6111000.0,16149000.0,0.1071961978,10038000.0,0.0666317068,-343000.0,13150000.0,0.0872889963,1925000.0,11225000.0,0.0745109493,4.73,4.73,2374035.0,2374035.0,0.0,2022.0,310000000.0,7.99
2021-12-31,VBSN.SW,CHF,29346000.0,0.0,29346000.0,0.0,26950000.0,0.0,120726000.0,48046000.0,0.0,4414000.0,4414000.0,0.0,0.0,0.0,52460000.0,0.0,173186000.0,12848000.0,0.0,0.0,2305000.0,13191000.0,32162000.0,0.0,-1.0,2790000.0,797999.0,4015999.0,1.0,428000.0,36178000.0,0.0,4200000.0,124968000.0,7840000.0,0.0,137008000.0,137008000.0,173186000.0,0.0,173186000.0,0.0,886000.0,-28460000.0,CHF,6209000.0,5537000.0,739000.0,0.0,-16846000.0,415000.0,-9195000.0,-500000.0,-7566000.0,22204000.0,-2511000.0,-6443000.0,23000.0,0.0,0.0,-1537000.0,-6420000.0,0.0,0.0,0.0,-8400000.0,0.0,-8400000.0,-11000.0,-17342000.0,29346000.0,46688000.0,-2511000.0,-6443000.0,-8954000.0,CHF,144067000.0,110206000.0,33861000.0,0.2350364761,0.0,0.0,0.0,32127000.0,65000.0,32127000.0,142333000.0,458000.0,458000.0,5537000.0,7271000.0,0.0504695732,1734000.0,0.0120360666,5473000.0,7207000.0,0.0500253354,998000.0,6209000.0,0.043098003,2.62,2.62,2374245.0,2374245.0,0.0,2021.0,320000000.0,8.02
2020-12-31,VBSN.SW,CHF,46688000.0,0.0,46688000.0,18484000.0,17755000.0,46361000.0,129288000.0,47972000.0,0.0,3828000.0,3828000.0,0.0,0.0,-1.0,51799999.0,1.0,181088000.0,13393000.0,0.0,1907000.0,2707000.0,15236000.0,38303000.0,0.0,0.0,2051000.0,932000.0,3586000.0,0.0,603000.0,41889000.0,0.0,4200000.0,127159000.0,7840000.0,0.0,139199000.0,139199000.0,181088000.0,0.0,181088000.0,0.0,974000.0,-45714000.0,CHF,17825000.0,4219000.0,86000.0,0.0,8288000.0,-3804000.0,-2312000.0,185000.0,14219000.0,14839000.0,30888000.0,-11603000.0,0.0,0.0,0.0,-1608000.0,-11603000.0,0.0,0.0,0.0,-6000000.0,0.0,-6000000.0,7000.0,13292000.0,46688000.0,33396000.0,30888000.0,-11603000.0,19285000.0,CHF,172919000.0,117605000.0,55314000.0,0.3198838763,0.0,0.0,0.0,37322000.0,66000.0,37322000.0,154927000.0,315000.0,315000.0,4219000.0,25386000.0,0.1284474234,17992000.0,0.1040487165,-77000.0,20852000.0,0.1205882523,3027000.0,17825000.0,0.1030829464,7.51,7.51,2374645.0,2374645.0,0.0,2020.0,500000000.0,10.34
2023-12-31,BAER.SW,CHF,13543600000.0,2676700000.0,16220300000.0,783600000.0,0.0,0.0,16220300000.0,648700000.0,1715900000.0,849100000.0,2565000000.0,7800000.0,0.0,77352300000.0,80573800000.0,-7800000.0,96786300000.0,28000000.0,311200000.0,337600000.0,0.0,4993700000.0,11206000000.0,5421800000.0,0.0,0.0,77337700000.0,82759500000.0,-3342400000.0,319100000.0,90623100000.0,0.0,4099999.0,7106100000.0,-882300000.0,0.0,6161300000.0,6163200000.0,96786300000.0,1900000.0,96786300000.0,7800000.0,6052100000.0,-7491500000.0,CHF,454000000.0,236000000.0,0.0,0.0,-2196100000.0,0.0,0.0,0.0,-2196100000.0,577000000.0,-929100000.0,-239600000.0,-1500000.0,0.0,0.0,-1453300000.0,-1694400000.0,847300000.0,0.0,-232000000.0,-535600000.0,-400000.0,79300000.0,-147800000.0,-2692100000.0,16220300000.0,18912400000.0,-929100000.0,-239600000.0,-1168700000.0,CHF,3239500000.0,2426100000.0,813400000.0,0.2510881309,0.0,570700000.0,2012900000.0,2583600000.0,0.0,2583600000.0,2583600000.0,2593100000.0,1751300000.0,244800000.0,749800000.0,0.2314554715,655900000.0,0.2024695169,-142100001.0,513799999.0,0.1586047226,60300000.0,454000000.0,0.1401450841,2.21,2.21,205625068.0,205635674.0,0.0,2023.0,11450000000.0,0.43
2022-12-31,BAER.SW,CHF,18912300000.0,0.0,18912300000.0,0.0,-20770300000.0,32497200000.0,32497200000.0,607700000.0,1722100000.0,2536200000.0,4258300000.0,28300000.0,45400000.0,68206800000.0,73146500000.0,0.0,105643700000.0,34200000.0,0.0,336200000.0,0.0,-373800000.0,8300000000.0,2479800000.0,71579400001.0,65599999.0,25229200000.0,91054000000.0,0.0,289300000.0,99354000000.0,0.0,4300000.0,7536000000.0,-900200000.0,0.0,6287200000.0,6289700000.0,105643700000.0,2500000.0,105643700000.0,28300000.0,5920300000.0,-12992000000.0,CHF,949600000.0,279500000.0,-647400000.0,88400000.0,571000000.0,745900000.0,0.0,0.0,-174900000.0,671700000.0,1912800000.0,-196700000.0,45800000.0,-4352600000.0,1073000000.0,-1938300000.0,-5368800000.0,-2694100000.0,0.0,-226300000.0,-554100000.0,-1400000.0,-3475600000.0,44200000.0,-6887300000.0,18912400000.0,25799700000.0,1912800000.0,-196700000.0,1716100000.0,CHF,4522700000.0,0.0,4522700000.0,1.0,0.0,554800000.0,187200000.0,2554300000.0,-1042200000.0,1042200000.0,3409500000.0,1248300000.0,76400000.0,279500000.0,0.0,-0.0476485285,1299100000.0,0.2872399231,2691700000.0,1083000000.0,0.2394587304,133900000.0,949600000.0,0.2099630752,4.5600000000000005,4.5600000000000005,208312058.0,208313963.0,0.0,2022.0,12150000000.0,0.58
2021-12-31,BAER.SW,CHF,25799800000.0,0.0,25799800000.0,0.0,-26278900000.0,39960700000.0,39960700000.0,514600000.0,1800900000.0,2660700000.0,4461600000.0,46100000.0,28300000.0,71294500000.0,76345100000.0,0.0,116305800000.0,39300000.0,0.0,373700000.0,0.0,-39300000.0,8905700000.0,2407700000.0,78954000000.0,84500000.0,106865500000.0,100656700000.0,0.0,204700000.0,109562400000.0,0.0,4400000.0,7615800000.0,-200000000.0,0.0,6734400000.0,6743400000.0,116305800000.0,9000000.0,116305800000.0,46100000.0,7066200000.0,-18733600000.0,CHF,1082000000.0,237100000.0,-567500000.0,93300000.0,-1179100000.0,-1127300000.0,0.0,0.0,-51800000.0,654800000.0,320600000.0,-196800000.0,-18300000.0,-846800000.0,497400000.0,1329100000.0,764600000.0,-2455500000.0,0.0,-443000000.0,-385800000.0,-2600000.0,1624100000.0,27600000.0,2736900000.0,25799700000.0,23062800000.0,320600000.0,-196800000.0,123800000.0,CHF,4267899999.0,0.0,4267899999.0,1.0,0.0,487600000.0,164200000.0,2439000000.0,-1003300000.0,1003300000.0,2990500000.0,758500000.0,61200000.0,237100000.0,0.0,-0.0376766091,1418900000.0,0.3324585863,2933400000.0,1258700000.0,0.2949225615,176000000.0,1082000000.0,0.2535204668,5.06,5.06,213971833.0,213972002.0,0.0,2021.0,14270000000.0,0.61
2020-12-31,BAER.SW,CHF,23062800000.0,0.0,23062800000.0,0.0,-23455100000.0,32543200000.0,32543200000.0,580500000.0,1793400000.0,2637400000.0,4430800000.0,50100000.0,20100000.0,71512300000.0,76593800000.0,0.0,109137000000.0,35200000.0,0.0,277200000.0,0.0,9627700000.0,9662900000.0,1342800000.0,73605800000.0,74500000.0,18016800000.0,93039900000.0,0.0,260899999.0,102702800000.0,0.0,4500000.0,6931900000.0,-106100000.0,-106100000.0,6425600000.0,6434200000.0,109137000000.0,8600000.0,109137000000.0,50100000.0,6827000000.0,-16235800000.0,CHF,698000000.0,410700000.0,-893000000.0,71600000.0,-2878900000.0,-2686200000.0,0.0,0.0,-192700000.0,950500000.0,-1641100000.0,-185500000.0,800000.0,-964800000.0,131500000.0,1761400000.0,743400000.0,-5712600000.0,0.0,-124200000.0,-331800000.0,-2800000.0,5253900000.0,140600000.0,4496800000.0,23062800000.0,18566000000.0,-1641100000.0,-185500000.0,-1826600000.0,CHF,4059800000.0,0.0,4059800000.0,1.0,0.0,511200000.0,153000000.0,2356400000.0,-1132700000.0,1132700000.0,3193600000.0,825200000.0,66099999.0,410700000.0,0.0,-0.0939455146,1226700000.0,0.3021577418,2503600000.0,845900000.0,0.2083600177,147300000.0,698000000.0,0.1719296517,3.25,3.25,215016327.0,215016327.0,0.0,2020.0,12430000000.0,0.54
